Id,Cas,Name,Downloaded,Found_by,No_of_downloads, Done_by
2488,107-04-0,"Ethane, 1-bromo-2-chloro-",True, CAS,2, Scout
2489,0107-05-01,"1-Propene, 3-chloro-",False, ,0, 
2490,0107-06-02,"Ethane, 1,2-dichloro-",False, ,0, 
2491,0107-07-03,"Ethanol, 2-chloro-",False, ,0, 
2492,0107-08-04,"Propane, 1-iodo-",False, ,0, 
2494,0107-10-8,1-Propanamine,False, ,0, 
2495,0107-11-9,2-Propen-1-amine,False, ,0, 
2496,107-12-0,Propanenitrile,True, CAS,3, Scout
2497,107-13-1,2-Propenenitrile,True, CAS,1, Scout
2498,107-14-2,"Acetonitrile, 2-chloro-",True, CAS,2, Scout
2499,107-15-3,"1,2-Ethanediamine",True, CAS,2, Scout
2500,107-16-4,"Acetonitrile, 2-hydroxy-",False, ,0, 
2501,107-18-6,2-Propen-1-ol,True, CAS,3, Scout
2502,107-19-7,2-Propyn-1-ol,True, CAS,2, Scout
2503,107-20-0,"Acetaldehyde, 2-chloro-",True, CAS,2, Scout
2504,107-21-1,"1,2-Ethanediol",True, CAS,3, Scout
2505,107-22-2,Ethanedial,True, CAS,4, Scout
2506,107-25-5,"Ethene, methoxy-",True, CAS,2, Scout
2507,107-29-9,"Acetaldehyde, oxime",True, CAS,2, Scout
2508,107-30-2,"Methane, chloromethoxy-",False, ,0, 
2509,107-31-3,"Formic acid, methyl ester",True, CAS,3, Scout
2510,107-35-7,"Ethanesulfonic acid, 2-amino-",True, CAS,1, Scout
2511,107-36-8,"Ethanesulfonic acid, 2-hydroxy-",True, CAS,1, Scout
2512,107-37-9,"Silane, trichloro-2-propen-1-yl-",True, CAS,2, Scout
2513,107-39-1,"1-Pentene, 2,4,4-trimethyl-",True, CAS,2, Scout
2514,107-40-4,"2-Pentene, 2,4,4-trimethyl-",True, CAS,2, Scout
2515,107-41-5,"2,4-Pentanediol, 2-methyl-",True, CAS,3, Scout
2516,107-43-7,"Methanaminium, 1-carboxy-N,N,N-trimethyl-, inner salt",True, CAS,2, Scout
2517,107-44-8,"Phosphonofluoridic acid, P-methyl-, 1-methylethyl ester",False, ,0, 
2518,107-45-9,"2-Pentanamine, 2,4,4-trimethyl-",True, CAS,2, Scout
2519,107-46-0,"Disiloxane, 1,1,1,3,3,3-hexamethyl-",True, CAS,3, Scout
2520,107-47-1,"Propane, 2,2'-thiobis[2-methyl-",True, CAS,3, Scout
2521,107-51-7,"Trisiloxane, 1,1,1,3,3,5,5,5-octamethyl-",True, CAS,2, Scout
2522,107-52-8,"Hexasiloxane, 1,1,1,3,3,5,5,7,7,9,9,11,11,11-tetradecamethyl-",True, CAS,1, Scout
2523,107-54-0,"1-Hexyn-3-ol, 3,5-dimethyl-",True, CAS,1, Scout
2524,107-55-1,"Phosphorodithioic acid, O,O-bis(1-methylpropyl) ester",False, ,0, 
2525,107-56-2,"Phosphorodithioic acid, O,O-bis(1-methylethyl) ester",False, ,0, 
2527,107-58-4,"2-Propenamide, N-(1,1-dimethylethyl)-",True, CAS,2, Scout
2528,107-59-5,"Acetic acid, 2-chloro-, 1,1-dimethylethyl ester",True, CAS,3, Scout
2530,107-64-2,"1-Octadecanaminium, N,N-dimethyl-N-octadecyl-, chloride (1:1)",True, CAS,2, Scout
2531,107-66-4,"Phosphoric acid, dibutyl ester",True, CAS,4, Scout
2532,107-70-0,"2-Pentanone, 4-methoxy-4-methyl-",False, ,0, 
2533,107-71-1,"Ethaneperoxoic acid, 1,1-dimethylethyl ester",False, ,0, 
2534,107-72-2,"Silane, trichloropentyl-",False, ,0, 
2535,107-74-4,"1,7-Octanediol, 3,7-dimethyl-",True, CAS,1, Scout
2536,107-75-5,"Octanal, 7-hydroxy-3,7-dimethyl-",True, CAS,1, Scout
2537,107-80-2,"Butane, 1,3-dibromo-",True, CAS,1, Scout
2538,107-81-3,"Pentane, 2-bromo-",True, CAS,2, Scout
2539,107-82-4,"Butane, 1-bromo-3-methyl-",True, CAS,1, Scout
2540,107-83-5,"Pentane, 2-methyl-",True, CAS,2, Scout
2541,107-84-6,"Butane, 1-chloro-3-methyl-",True, CAS,2, Scout
2542,107-85-7,"1-Butanamine, 3-methyl-",True, CAS,1, Scout
2543,107-86-8,"2-Butenal, 3-methyl-",True, CAS,1, Scout
2544,107-87-9,2-Pentanone,True, CAS,2, Scout
2545,107-88-0,"1,3-Butanediol",True, CAS,3, Scout
2546,107-89-1,"Butanal, 3-hydroxy-",False, ,0, 
2547,107-91-5,"Acetamide, 2-cyano-",True, CAS,1, Scout
2548,107-92-6,Butanoic acid,True, CAS,3, Scout
2549,107-94-8,"Propanoic acid, 3-chloro-",True, CAS,2, Scout
2550,107-95-9,.beta.-Alanine,True, CAS,4, Scout
2551,107-96-0,"Propanoic acid, 3-mercapto-",True, CAS,2, Scout
2552,107-97-1,"Glycine, N-methyl-",True, CAS,2, Scout
2553,107-98-2,"2-Propanol, 1-methoxy-",True, CAS,3, Scout
2554,107-99-3,"Ethanamine, 2-chloro-N,N-dimethyl-",False, ,0, 
2555,108-00-9,"1,2-Ethanediamine, N1,N1-dimethyl-",True, CAS,3, Scout
2556,108-01-0,"Ethanol, 2-(dimethylamino)-",True, CAS,3, Scout
2557,0108-03-02,"Propane, 1-nitro-",False, ,0, 
2558,0108-05-04,Acetic acid ethenyl ester,False, ,0, 
2559,0108-08-07,"Pentane, 2,4-dimethyl-",False, ,0, 
2560,0108-09-08,"2-Pentanamine, 4-methyl-",False, ,0, 
2561,0108-10-1,"2-Pentanone, 4-methyl-",False, ,0, 
2562,0108-11-2,"2-Pentanol, 4-methyl-",False, ,0, 
2563,0108-12-3,"Butanoyl chloride, 3-methyl-",False, ,0, 
2564,108-13-4,Propanediamide,True, CAS,2, Scout
2566,108-16-7,"2-Propanol, 1-(dimethylamino)-",True, CAS,3, Scout
2567,108-18-9,"2-Propanamine, N-(1-methylethyl)-",True, CAS,2, Scout
2568,108-19-0,Imidodicarbonic diamide,True, CAS,3, Scout
2569,108-20-3,"Propane, 2,2'-oxybis-",True, CAS,3, Scout
2570,108-21-4,"Acetic acid, 1-methylethyl ester",True, CAS,4, Scout
2571,108-22-5,"1-Propen-2-ol, 2-acetate",True, CAS,3, Scout
2572,108-23-6,"Carbonochloridic acid, 1-methylethyl ester",False, ,0, 
2573,108-24-7,"Acetic acid, 1,1'-anhydride",True, CAS,2, Scout
2574,108-26-9,"3H-Pyrazol-3-one, 2,4-dihydro-5-methyl-",True, CAS,1, Scout
2575,108-29-2,"2(3H)-Furanone, dihydro-5-methyl-",True, CAS,3, Scout
2576,108-30-5,"2,5-Furandione, dihydro-",True, CAS,2, Scout
2577,108-31-6,"2,5-Furandione",True, CAS,3, Scout
2578,108-32-7,"1,3-Dioxolan-2-one, 4-methyl-",True, CAS,3, Scout
2579,108-36-1,"Benzene, 1,3-dibromo-",True, CAS,3, Scout
2580,108-37-2,"Benzene, 1-bromo-3-chloro-",True, CAS,3, Scout
2581,108-38-3,"Benzene, 1,3-dimethyl-",True, CAS,3, Scout
2582,108-39-4,"Phenol, 3-methyl-",True, CAS,3, Scout
2583,108-40-7,"Benzenethiol, 3-methyl-",True, CAS,1, Scout
2584,108-41-8,"Benzene, 1-chloro-3-methyl-",True, CAS,2, Scout
2585,108-42-9,"Benzenamine, 3-chloro-",True, CAS,1, Scout
2586,108-43-0,"Phenol, 3-chloro-",True, CAS,2, Scout
2587,108-44-1,"Benzenamine, 3-methyl-",True, CAS,3, Scout
2588,108-45-2,"1,3-Benzenediamine",True, CAS,3, Scout
2589,108-46-3,"1,3-Benzenediol",True, CAS,3, Scout
2590,108-47-4,"Pyridine, 2,4-dimethyl-",True, CAS,1, Scout
2591,108-48-5,"Pyridine, 2,6-dimethyl-",True, CAS,3, Scout
2592,108-49-6,"Piperazine, 2,6-dimethyl-",False, ,0, 
2593,108-50-9,"Pyrazine, 2,6-dimethyl-",True, CAS,3, Scout
2594,108-55-4,"2H-Pyran-2,6(3H)-dione, dihydro-",True, CAS,2, Scout
2595,108-58-7,"1,3-Benzenediol, 1,3-diacetate",True, CAS,1, Scout
2596,108-59-8,"Propanedioic acid, 1,3-dimethyl ester",True, CAS,3, Scout
2597,108-60-1,"Propane, 2,2'-oxybis[1-chloro-",True, CAS,1, Scout
2598,108-63-4,"Hexanedioic acid, 1,6-bis(1-methylheptyl) ester",True, CAS,1, Scout
2599,108-64-5,"Butanoic acid, 3-methyl-, ethyl ester",True, CAS,3, Scout
2600,108-65-6,"2-Propanol, 1-methoxy-, 2-acetate",True, CAS,3, Scout
2601,108-67-8,"Benzene, 1,3,5-trimethyl-",True, CAS,3, Scout
2602,108-68-9,"Phenol, 3,5-dimethyl-",True, CAS,3, Scout
2603,108-69-0,"Benzenamine, 3,5-dimethyl-",True, CAS,1, Scout
2604,108-70-3,"Benzene, 1,3,5-trichloro-",True, CAS,2, Scout
2605,108-71-4,"1,3-Benzenediamine, 5-methyl-",False, ,0, 
2607,108-73-6,"1,3,5-Benzenetriol",True, CAS,3, Scout
2608,108-74-7,"1,3,5-Triazine, hexahydro-1,3,5-trimethyl-",True, CAS,1, Scout
2609,108-75-8,"Pyridine, 2,4,6-trimethyl-",True, CAS,1, Scout
2610,108-77-0,"1,3,5-Triazine, 2,4,6-trichloro-",True, CAS,3, Scout
2611,108-78-1,"1,3,5-Triazine-2,4,6-triamine",True, CAS,3, Scout
2613,108-80-5,"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione",True, CAS,3, Scout
2614,108-82-7,"4-Heptanol, 2,6-dimethyl-",True, CAS,3, Scout
2615,108-83-8,"4-Heptanone, 2,6-dimethyl-",True, CAS,3, Scout
2616,108-84-9,"2-Pentanol, 4-methyl-, 2-acetate",True, CAS,1, Scout
2617,108-85-0,"Cyclohexane, bromo-",True, CAS,1, Scout
2618,108-86-1,"Benzene, bromo-",True, CAS,3, Scout
2619,108-87-2,"Cyclohexane, methyl-",True, CAS,4, Scout
2620,108-88-3,"Benzene, methyl-",True, CAS,3, Scout
2621,108-89-4,"Pyridine, 4-methyl-",True, CAS,1, Scout
2622,108-90-7,"Benzene, chloro-",True, CAS,3, Scout
2623,108-91-8,Cyclohexanamine,True, CAS,3, Scout
2624,108-93-0,Cyclohexanol,True, CAS,3, Scout
2625,108-94-1,Cyclohexanone,True, CAS,3, Scout
2626,108-95-2,Phenol,True, CAS,4, Scout
2627,108-96-3,4(1H)-Pyridinone,False, ,0, 
2628,108-98-5,Benzenethiol,True, CAS,3, Scout
2629,108-99-6,"Pyridine, 3-methyl-",True, CAS,4, Scout
2630,109-00-2,3-Pyridinol,True, CAS,2, Scout
2631,0109-01-03,"Piperazine, 1-methyl-",False, ,0, 
2632,110-65-6,"2-Butyne-1,4-diol",True, CAS,3, Scout
2633,110-66-7,1-Pentanethiol,True, CAS,3, Scout
2634,110-67-8,"Propanenitrile, 3-methoxy-",True, CAS,1, Scout
2635,110-68-9,"1-Butanamine, N-methyl-",True, CAS,1, Scout
2636,110-69-0,"Butanal, oxime",True, CAS,1, Scout
2637,110-70-3,"1,2-Ethanediamine, N1,N2-dimethyl-",True, CAS,1, Scout
2638,110-71-4,"Ethane, 1,2-dimethoxy-",True, CAS,1, Scout
2639,110-72-5,"1,2-Ethanediamine, N1-ethyl-",True, CAS,1, Scout
2640,110-73-6,"Ethanol, 2-(ethylamino)-",True, CAS,3, Scout
2641,110-74-7,"Formic acid, propyl ester",False, ,0, 
2642,110-75-8,"Ethene, (2-chloroethoxy)-",True, CAS,3, Scout
2643,110-76-9,"Ethanamine, 2-ethoxy-",True, CAS,3, Scout
2644,110-77-0,"Ethanol, 2-(ethylthio)-",True, CAS,3, Scout
2645,110-78-1,"Propane, 1-isocyanato-",True, CAS,1, Scout
2646,110-80-5,"Ethanol, 2-ethoxy-",True, CAS,3, Scout
2647,110-81-6,"Disulfide, diethyl",True, CAS,1, Scout
2648,110-82-7,Cyclohexane,True, CAS,1, Scout
2649,110-83-8,Cyclohexene,True, CAS,2, Scout
2650,110-85-0,Piperazine,True, CAS,3, Scout
2651,110-86-1,Pyridine,True, CAS,3, Scout
2652,110-87-2,"2H-Pyran, 3,4-dihydro-",True, CAS,2, Scout
2653,110-88-3,"1,3,5-Trioxane",True, CAS,3, Scout
2654,110-89-4,Piperidine,False, ,0, 
2655,110-90-7,"1,3,5-Triazine, hexahydro-",False, ,0, 
2656,110-91-8,Morpholine,True, CAS,3, Scout
2657,110-93-0,"5-Hepten-2-one, 6-methyl-",True, CAS,2, Scout
2658,110-94-1,Pentanedioic acid,True, CAS,3, Scout
2659,110-95-2,"1,3-Propanediamine, N1,N1,N3,N3-tetramethyl-",True, CAS,2, Scout
2660,110-96-3,"1-Propanamine, 2-methyl-N-(2-methylpropyl)-",True, CAS,1, Scout
2661,110-97-4,"2-Propanol, 1,1'-iminobis-",True, CAS,2, Scout
2662,110-98-5,"2-Propanol, 1,1'-oxybis-",True, CAS,3, Scout
2663,110-99-6,"Acetic acid, 2,2'-oxybis-",True, CAS,2, Scout
2664,0111-01-03,"Tetracosane, 2,6,10,15,19,23-hexamethyl-",False, ,0, 
2665,0111-02-04,"2,6,10,14,18,22-Tetracosahexaene, 2,6,10,15,19,23-hexamethyl-, (6E,10E,14E,18E)-",False, ,0, 
2666,0111-03-05,"9-Octadecenoic acid (9Z)-, 2,3-dihydroxypropyl ester",False, ,0, 
2667,0111-05-07,"9-Octadecenamide, N-(2-hydroxypropyl)-, (9Z)-",False, ,0, 
2668,0111-06-08,"Hexadecanoic acid, butyl ester",False, ,0, 
2670,111-08-0,"9-Octadecenamide, N-(3-aminopropyl)-, (9Z)-",False, ,0, 
2672,0111-11-5,"Octanoic acid, methyl ester",False, ,0, 
2673,0111-12-6,"2-Octynoic acid, methyl ester",False, ,0, 
2674,111-13-7,2-Octanone,True, CAS,1, Scout
2675,111-14-8,Heptanoic acid,True, CAS,1, Scout
2676,111-15-9,"Ethanol, 2-ethoxy-, 1-acetate",True, CAS,1, Scout
2677,111-16-0,Heptanedioic acid,True, CAS,1, Scout
2678,111-17-1,"Propanoic acid, 3,3'-thiobis-",True, CAS,1, Scout
2679,111-18-2,"1,6-Hexanediamine, N1,N1,N6,N6-tetramethyl-",False, ,0, 
2680,111-19-3,Decanedioyl dichloride,True, CAS,2, Scout
2681,111-20-6,Decanedioic acid,True, CAS,3, Scout
2682,111-21-7,"Ethanol, 2,2'-[1,2-ethanediylbis(oxy)]bis-, 1,1'-diacetate",True, CAS,3, Scout
2683,111-22-8,"Ethanol, 2,2'-[(1,2-ethanediyl)bis(oxy)]bis-, 1,1'-dinitrate",False, ,0, 
2684,111-24-0,"Pentane, 1,5-dibromo-",True, CAS,3, Scout
2685,111-25-1,"Hexane, 1-bromo-",False, ,0, 
2686,111-26-2,1-Hexanamine,True, CAS,2, Scout
2687,111-27-3,1-Hexanol,True, CAS,2, Scout
2688,111-28-4,"2,4-Hexadien-1-ol",True, CAS,1, Scout
2689,111-29-5,"1,5-Pentanediol",True, CAS,3, Scout
2690,111-30-8,Pentanedial,True, CAS,3, Scout
2691,111-31-9,1-Hexanethiol,True, CAS,2, Scout
2692,111-33-1,"1,3-Propanediamine, N1,N3-dimethyl-",True, CAS,1, Scout
2693,111-34-2,"Butane, 1-(ethenyloxy)-",True, CAS,1, Scout
2694,111-36-4,"Butane, 1-isocyanato-",True, CAS,1, Scout
2697,111-40-0,"1,2-Ethanediamine, N1-(2-aminoethyl)-",True, CAS,3, Scout
2698,111-41-1,"Ethanol, 2-[(2-aminoethyl)amino]-",True, CAS,3, Scout
2699,111-42-2,"Ethanol, 2,2'-iminobis-",True, CAS,2, Scout
2700,111-43-3,"Propane, 1,1'-oxybis-",True, CAS,1, Scout
2701,111-44-4,"Ethane, 1,1'-oxybis[2-chloro-",True, CAS,2, Scout
2702,111-45-5,"Ethanol, 2-(2-propen-1-yloxy)-",False, ,0, 
2703,111-46-6,"Ethanol, 2,2'-oxybis-",True, CAS,3, Scout
2704,111-47-7,"Propane, 1,1'-thiobis-",True, CAS,3, Scout
2705,111-48-8,"Ethanol, 2,2'-thiobis-",True, CAS,2, Scout
2706,111-49-9,"1H-Azepine, hexahydro-",True, CAS,1, Scout
2707,111-50-2,Hexanedioyl dichloride,True, CAS,2, Scout
2708,111-51-3,"1,4-Butanediamine, N1,N1,N4,N4-tetramethyl-",False, ,0, 
2709,111-52-4,"2-Butene-1,4-diamine, N1,N1,N4,N4-tetramethyl-, (2E)-",False, ,0, 
2711,111-55-7,"1,2-Ethanediol, 1,2-diacetate",True, CAS,2, Scout
2713,111-57-9,"Octadecanamide, N-(2-hydroxyethyl)-",True, CAS,1, Scout
2714,111-58-0,"9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-",True, CAS,2, Scout
2715,111-59-1,"9-Octadecenoic acid (9Z)-, propyl ester",False, ,0, 
2716,111-60-4,"Octadecanoic acid, 2-hydroxyethyl ester",True, CAS,3, Scout
2717,111-61-5,"Octadecanoic acid, ethyl ester",True, CAS,1, Scout
2718,111-62-6,"9-Octadecenoic acid (9Z)-, ethyl ester",True, CAS,1, Scout
2719,111-63-7,"Octadecanoic acid, ethenyl ester",False, ,0, 
2720,111-64-8,Octanoyl chloride,True, CAS,2, Scout
2721,111-65-9,Octane,True, CAS,3, Scout
2722,111-66-0,1-Octene,True, CAS,2, Scout
2723,111-67-1,2-Octene,False, ,0, 
2724,111-68-2,1-Heptanamine,True, CAS,2, Scout
2725,111-69-3,Hexanedinitrile,True, CAS,3, Scout
2726,111-70-6,1-Heptanol,True, CAS,3, Scout
2727,111-71-7,Heptanal,True, CAS,2, Scout
2729,111-74-0,"1,2-Ethanediamine, N1,N2-diethyl-",True, CAS,1, Scout
2730,111-75-1,"Ethanol, 2-(butylamino)-",True, CAS,3, Scout
2731,111-76-2,"Ethanol, 2-butoxy-",True, CAS,3, Scout
2732,111-77-3,"Ethanol, 2-(2-methoxyethoxy)-",True, CAS,3, Scout
2733,111-78-4,"1,5-Cyclooctadiene",True, CAS,2, Scout
2734,111-79-5,"2-Nonenoic acid, methyl ester",True, CAS,1, Scout
2735,111-80-8,"2-Nonynoic acid, methyl ester",True, CAS,1, Scout
2736,111-81-9,"10-Undecenoic acid, methyl ester",False, ,0, 
2737,111-82-0,"Dodecanoic acid, methyl ester",True, CAS,3, Scout
2738,111-83-1,"Octane, 1-bromo-",True, CAS,1, Scout
2739,111-84-2,Nonane,True, CAS,3, Scout
2740,111-85-3,"Octane, 1-chloro-",False, ,0, 
2741,111-86-4,1-Octanamine,True, CAS,3, Scout
2742,111-87-5,1-Octanol,True, CAS,3, Scout
2743,111-88-6,1-Octanethiol,True, CAS,1, Scout
2744,111-90-0,"Ethanol, 2-(2-ethoxyethoxy)-",True, CAS,3, Scout
2745,111-91-1,"Ethane, 1,1'-[methylenebis(oxy)]bis[2-chloro-",True, CAS,2, Scout
2746,111-92-2,"1-Butanamine, N-butyl-",True, CAS,3, Scout
2747,111-94-4,"Propanenitrile, 3,3'-iminobis-",True, CAS,1, Scout
2748,111-95-5,"Ethanamine, 2-methoxy-N-(2-methoxyethyl)-",False, ,0, 
2749,111-96-6,"Ethane, 1,1'-oxybis[2-methoxy-",True, CAS,1, Scout
2750,111-97-7,"Propanenitrile, 3,3'-thiobis-",False, ,0, 
2751,112-00-5,"1-Dodecanaminium, N,N,N-trimethyl-, chloride (1:1)",True, CAS,3, Scout
2752,0112-02-07,"1-Hexadecanaminium, N,N,N-trimethyl-, chloride (1:1)",False, ,0, 
2753,0112-03-08,"1-Octadecanaminium, N,N,N-trimethyl-, chloride (1:1)",False, ,0, 
2754,0112-04-09,"Silane, trichlorooctadecyl-",False, ,0, 
2755,112-05-0,Nonanoic acid,True, CAS,3, Scout
2756,0112-06-01,"Acetic acid, heptyl ester",False, ,0, 
2757,0112-07-02,"Ethanol, 2-butoxy-, 1-acetate",False, ,0, 
2758,0112-10-7,"Octadecanoic acid, 1-methylethyl ester",False, ,0, 
2759,0112-11-8,"9-Octadecenoic acid (9Z)-, 1-methylethyl ester",False, ,0, 
2760,0112-12-9,2-Undecanone,False, ,0, 
2761,112-13-0,Decanoyl chloride,True, CAS,3, Scout
2762,112-14-1,"Acetic acid, octyl ester",True, CAS,3, Scout
2763,112-15-2,"Ethanol, 2-(2-ethoxyethoxy)-, 1-acetate",True, CAS,2, Scout
2764,112-16-3,Dodecanoyl chloride,True, CAS,3, Scout
2765,112-17-4,"Acetic acid, decyl ester",True, CAS,1, Scout
2766,112-18-5,"1-Dodecanamine, N,N-dimethyl-",True, CAS,2, Scout
2767,112-19-6,"10-Undecen-1-ol, 1-acetate",False, ,0, 
2768,112-20-9,1-Nonanamine,True, CAS,3, Scout
2771,112-23-2,"Formic acid, heptyl ester",False, ,0, 
2772,112-24-3,"1,2-Ethanediamine, N1,N2-bis(2-aminoethyl)-",True, CAS,2, Scout
2773,112-25-4,"Ethanol, 2-(hexyloxy)-",True, CAS,3, Scout
2774,112-26-5,"Ethane, 1,2-bis(2-chloroethoxy)-",True, CAS,2, Scout
2775,112-27-6,"Ethanol, 2,2'-[1,2-ethanediylbis(oxy)]bis-",True, CAS,3, Scout
2776,112-29-8,"Decane, 1-bromo-",False, ,0, 
2777,112-30-1,1-Decanol,True, CAS,2, Scout
2778,112-31-2,Decanal,True, CAS,2, Scout
2779,112-32-3,"Formic acid, octyl ester",False, ,0, 
2780,112-33-4,"Ethanol, 2-[2-(3-aminopropoxy)ethoxy]-",True, CAS,1, Scout
2781,112-34-5,"Ethanol, 2-(2-butoxyethoxy)-",True, CAS,3, Scout
2782,112-35-6,"Ethanol, 2-[2-(2-methoxyethoxy)ethoxy]-",True, CAS,1, Scout
2783,112-36-7,"Ethane, 1,1'-oxybis[2-ethoxy-",True, CAS,3, Scout
2784,112-37-8,Undecanoic acid,True, CAS,3, Scout
2785,112-38-9,10-Undecenoic acid,True, CAS,3, Scout
2786,112-39-0,"Hexadecanoic acid, methyl ester",True, CAS,2, Scout
2787,112-40-3,Dodecane,True, CAS,2, Scout
2788,112-41-4,1-Dodecene,True, CAS,3, Scout
2789,112-42-5,1-Undecanol,True, CAS,1, Scout
2790,112-43-6,10-Undecen-1-ol,True, CAS,1, Scout
2791,112-44-7,Undecanal,True, CAS,2, Scout
2792,112-45-8,10-Undecenal,True, CAS,3, Scout
2793,112-47-0,"1,10-Decanediol",True, CAS,2, Scout
2794,112-49-2,"2,5,8,11-Tetraoxadodecane",True, CAS,2, Scout
2795,112-50-5,"Ethanol, 2-[2-(2-ethoxyethoxy)ethoxy]-",True, CAS,3, Scout
2796,112-52-7,"Dodecane, 1-chloro-",True, CAS,2, Scout
2797,112-53-8,1-Dodecanol,True, CAS,1, Scout
2798,112-54-9,Dodecanal,True, CAS,3, Scout
2799,112-55-0,1-Dodecanethiol,True, CAS,3, Scout
2800,112-57-2,"1,2-Ethanediamine, N1-(2-aminoethyl)-N2-[2-[(2-aminoethyl)amino]ethyl]-",True, CAS,3, Scout
2801,112-58-3,"Hexane, 1,1'-oxybis-",True, CAS,2, Scout
