Id,Cas,Name,Downloaded,Found_by,No_of_downloads, Done_by
27877,38414-49-2,"2-Propenoic acid, 2-methyl-, polymer with 2-[(1,1-dimethylethyl)amino]ethyl 2-methyl-2-propenoate, methyl 2-methyl-2-propenoate and 1,7,7-trimethylbicyclo[2.2.1]hept-2-yl 2-methyl-2-propenoate",FALSE, ,0, 
27878,38415-32-6,"2-Propenoic acid, 2-methyl-, butyl ester, polymer with 2-hydroxyethyl 2-methyl-2-propenoate, methyl 2-methyl-2-propenoate and 2-propenoic acid",FALSE, ,0, 
27879,38415-60-0,"5-Isobenzofurancarboxylic acid, 1,3-dihydro-1,3-dioxo-, polymer with 2-(chloromethyl)oxirane and 4,4'-(1-methylethylidene)bis[phenol]",FALSE, ,0, 
27881,38421-90-8,"5-Decen-1-ol, 1-acetate, (5E)-",TRUE, CAS,1, Scout
27883,38436-16-7,"Silane, dichloromethyl(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-",FALSE, ,0, 
27885,38444-13-2,"Benzoic acid, 4-methoxy-, 4-pentylphenyl ester",TRUE, CAS,2, Scout
27886,38444-15-4,"Benzoic acid, 4-(hexyloxy)-, 4-pentylphenyl ester",FALSE, ,0, 
27888,38449-49-9,"4-Thiazoleacetic acid, 2,3-dihydro-2-thioxo-, ethyl ester",FALSE, ,0, 
27895,38456-45-0,"2(3H)-Benzothiazolethione, compd. with N-ethylethanamine (1:1)",FALSE, ,0, 
27896,38460-95-6,10-Undecenoyl chloride,TRUE, CAS,2, Scout
27897,38462-22-5,"Cyclohexanone, 2-(1-mercapto-1-methylethyl)-5-methyl-",TRUE, CAS,3, Scout
27898,38462-23-6,"Pyridine, 4-(4,8-dimethyl-3,7-nonadien-1-yl)-",TRUE, CAS,2, Scout
27901,38465-55-3,"Nickel, bis[1-[4-(dimethylamino)phenyl]-2-phenyl-1,2-ethenedithiolato(2-)-.kappa.S1,.kappa.S2]-",FALSE, ,0, 
27902,38465-60-0,"Borate(1-), tetrafluoro-, copper(2+) (2:1)",TRUE, CAS,1, Scout
27906,38489-19-9,"Butanamide, N-(4-chloro-2,5-dimethoxyphenyl)-2-[2-(4-nitrophenyl)diazenyl]-3-oxo-",FALSE, ,0, 
27907,38489-24-6,"Butanamide, 2-[2-(2,3-dihydro-1,3-dioxo-1H-isoindol-5-yl)diazenyl]-N-(2,4-dimethylphenyl)-3-oxo-",FALSE, ,0, 
27911,38517-23-6,"L-Glutamic acid, N-(1-oxooctadecyl)-, sodium salt (1:1)",TRUE, CAS,1, Scout
27912,38521-46-9,"3-Pyridinecarboxylic acid, 1,2-dihydro-2-thioxo-",TRUE, CAS,2, Scout
27914,38531-17-8,"2-Propenoic acid, polymer with ethene, compd. with 2-(diethylamino)ethanol",FALSE, ,0, 
27915,38531-18-9,"2-Propenoic acid, polymer with ethene, compd. with 2-(dimethylamino)ethanol",FALSE, ,0, 
27920,38565-52-5,"Oxirane, 2-(2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptyl)-",TRUE, CAS,1, Scout
27925,38582-17-1,"Cyclohexanebutanoic acid, cobalt(2+) salt (2:1)",FALSE, ,0, 
27926,38582-18-2,"Cyclohexanebutanoic acid, zinc salt (2:1)",FALSE, ,0, 
27927,38584-87-1,"Hexanoic acid, 2-ethyl-, compd. with 2,2',2''-nitrilotris[ethanol] (1:1)",TRUE, CAS,1, Scout
27929,38598-34-4,"Aluminum, bis(cyclohexanebutanoato-.kappa.O)hydroxy-",FALSE, ,0, 
27931,38613-77-3,"Phosphonous acid, P,P'-[[1,1'-biphenyl]-4,4'-diyl]bis-, P,P,P',P'-tetrakis[2,4-bis(1,1-dimethylethyl)phenyl] ester",TRUE, CAS,1, Scout
27934,38615-43-9,"1,6-Hexanediamine, N1-butyl-",FALSE, ,0, 
27935,nan,"9-Octadecenoic acid (9Z)-, compd. with 1,1'-iminobis[2-propanol] (1:1)",FALSE, ,0, 
27936,38618-23-4,"Ethanol, 2-[[5-methyl-2-(1-methylethyl)cyclohexyl]oxy]-",FALSE, ,0, 
27937,38621-44-2,"9-Octadecenoic acid, (sulfooxy)-, 1-butyl ester",FALSE, ,0, 
27939,38622-63-8,"2,5-Furandione, polymer with 2,2'-[oxybis(2,1-ethanediyloxy)]bis[ethanol]",FALSE, ,0, 
27943,38639-64-4,"2-Propenoic acid, polymer with 2-hydroxyethyl 2-propenoate",FALSE, ,0, 
27944,38640-62-9,"Naphthalene, bis(1-methylethyl)-",TRUE, CAS,3, Scout
27945,38641-16-6,"Naphthalene, dodecyl-",FALSE, ,0, 
27947,38643-74-2,"Thiopyrylium, 4-[4-(dimethylamino)phenyl]-2-(4-ethoxyphenyl)-6-phenyl-, tetrafluoroborate(1-) (1:1)",FALSE, ,0, 
27948,38649-18-2,"Cyclohexanol, 5-methyl-2-(1-methylethyl)-, 1-benzoate, (1R,2S,5R)-rel-",FALSE, ,0, 
27949,38656-51-8,"Benzenediazonium, 2,5-diethoxy-4-[(4-methylphenyl)thio]-, (T-4)-tetrachlorozincate(2-) (2:1)",FALSE, ,0, 
27953,38661-72-2,"Cyclohexane, 1,3-bis(isocyanatomethyl)-",FALSE, ,0, 
27955,38665-30-4,"Methionine, N-[(9Z)-1-oxo-9-octadecen-1-yl]-",FALSE, ,0, 
27956,38668-46-1,"1,3,5-Triazine-2,4-diamine, 6-[2-(2-methyl-1H-imidazol-1-yl)ethyl]-",FALSE, ,0, 
27957,38668-48-3,"2-Propanol, 1,1'-[(4-methylphenyl)imino]bis-",TRUE, CAS,1, Scout
27959,38684-16-1,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, methyl 2-methyl-2-propenoate and 1,1'-(1-methyl-1,3-propanediyl) bis(2-methyl-2-propenoate)",FALSE, ,0, 
27964,38690-77-6,"Benzoic acid, 4-butyl-, 4-cyanophenyl ester",FALSE, ,0, 
27968,38702-16-8,"Hexanedioic acid, polymer with 1,3-dihydro-1,3-dioxo-5-isobenzofurancarboxylic acid, 2,2-dimethyl-1,3-propanediol and 1,3-isobenzofurandione",FALSE, ,0, 
27969,38702-18-0,"1,4-Benzenedicarboxylic acid, polymer with 1,3-dihydro-1,3-dioxo-5-isobenzofurancarboxylic acid, 2,2-dimethyl-1,3-propanediol and hexanedioic acid",FALSE, ,0, 
27971,38713-41-6,"Pyrazine, 2-(1-methylethenyl)-",FALSE, ,0, 
27972,38714-47-5,"Zinc(2+), tetraammine-, (T-4)-, carbonate (1:1)",TRUE, CAS,2, Scout
27973,38719-97-0,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, ether with N1-[2-[bis(2-hydroxyethyl)methylammonio]ethyl]-N1,N2-bis(hydroxyethyl)-N1,N2-dimethyl-N2-octadecyl-1,2-ethanediaminium, methyl sulfate (4:1:3)",FALSE, ,0, 
27974,38720-66-0,"Quino[2,3-b]acridine-7,14-dione, dichloro-5,12-dihydro-",FALSE, ,0, 
27975,38721-52-7,"Borate(1-), hydrotris(1-methylpropyl)-, lithium (1:1), (T-4)-",FALSE, ,0, 
27979,38723-70-5,"Oxirane, 2-methyl-, polymer with ammonia and oxirane",FALSE, ,0, 
27982,38742-70-0,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with 2-methyl-2-propenenitrile and 2-propenenitrile",TRUE, CAS,1, Scout
27986,38758-15-5,"Benzoic acid, 2-[[[(1-methylethyl)amino]sulfonyl]amino]-",FALSE, ,0, 
27988,38775-38-1,1-Hexadecanesulfonyl chloride,FALSE, ,0, 
27991,38783-61-8,"1,3-Benzenedicarboxylic acid, polymer with hexanedioic acid and 1,6-hexanediol",FALSE, ,0, 
27992,38783-73-2,"Hexanedioic acid, polymer with 1,2-ethanediol and 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane",FALSE, ,0, 
27996,nan,"2-Naphthalenesulfonic acid, 7,7'-(carbonyldiimino)bis[4-hydroxy-3-[2-(2-methyl-4-sulfophenyl)diazenyl]-, compd. with 2,2',2''-nitrilotris[ethanol] (1:4)",FALSE, ,0, 
27997,38801-08-0,"Benzoic acid, 4,4'-[carbonylbis[imino(1-hydroxy-3-sulfo-6,2-naphthalenediyl)-2,1-diazenediyl]]bis-, compd. with 2,2',2''-nitrilotris[ethanol] (1:4)",FALSE, ,0, 
27998,nan,"Benzoic acid, 4-[2-[1-hydroxy-6-[[[[5-hydroxy-6-[2-(2-methyl-4-sulfophenyl)diazenyl]-7-sulfo-2-naphthalenyl]amino]carbonyl]amino]-3-sulfo-2-naphthalenyl]diazenyl]-, compd. with 2,2',2''-nitrilotris[ethanol] (1:4)",FALSE, ,0, 
28004,38815-93-9,"Poly(oxy-1,2-ethanediyl), .alpha.-(carboxymethyl)-.omega.-(decyloxy)-, sodium salt (1:1)",FALSE, ,0, 
28005,38816-48-7,"Poly(oxy-1,2-ethanediyl), .alpha.-(carboxymethyl)-.omega.-[(9Z)-9-octadecen-1-yloxy]-, sodium salt (1:1)",FALSE, ,0, 
28006,38820-59-6,"Phosphonic acid, P,P'-[1,6-hexanediylbis[nitrilobis(methylene)]]tetrakis-, potassium salt (1:?)",TRUE, CAS,1, Scout
28008,nan,"Phenol, 4,4'-(1-methylethylidene)bis-, polymer with 2-(chloromethyl)oxirane and 2,2'-iminobis[ethanol]",FALSE, ,0, 
28010,38833-00-0,"Chromate(1-), bis[4-(hydroxy-.kappa.O)-3-[2-[2-(hydroxy-.kappa.O)-1-naphthalenyl]diazenyl-.kappa.N1]benzenesulfonamidato(2-)]-, hydrogen (1:1)",FALSE, ,0, 
28011,38841-48-4,"Dodecanoic acid, 2-sulfo-, sodium salt (1:2)",FALSE, ,0, 
28012,38841-88-2,"3-Pyridinecarbonitrile, 2,6-bis[(2-hydroxyethyl)amino]-4-methyl-",TRUE, CAS,1, Scout
28013,38841-98-4,"Magnesium, chlorooctyl-",FALSE, ,0, 
28014,38845-47-5,"1H-1,2,4-Triazolium, 1,4-dimethyl-5-[2-[4-[methyl(phenylmethyl)amino]phenyl]diazenyl]-, trichlorozincate(1-) (1:1)",FALSE, ,0, 
28019,38861-78-8,"Ethanone, 1-[4-(2-methylpropyl)phenyl]-",TRUE, CAS,1, Scout
28022,38872-36-5,"Nonane, 1,1,3-triethoxy-",FALSE, ,0, 
28024,38888-98-1,"Benzene, (phenylethyl)-",TRUE, CAS,1, Scout
28027,38900-29-7,"Nonanedioic acid, lithium salt (1:2)",TRUE, CAS,3, Scout
28028,38916-42-6,"Aspartic acid, N-(3-carboxy-1-oxo-3-sulfopropyl)-N-octadecyl-, sodium salt (1:4)",TRUE, CAS,2, Scout
28029,38926-38-4,"1H-Indolium, 1-[2-(1,3-dihydro-1,3,3-trimethyl-2H-indol-2-ylidene)ethylidene]-2,3-dihydro-5-methoxy-2,3,3-trimethyl-, chloride (1:1)",FALSE, ,0, 
28030,38936-33-3,"3H-Indolium, 1,3,3-trimethyl-2-[[2-methyl-2-(2-naphthalenyl)hydrazinylidene]methyl]-, chloride (1:1)",FALSE, ,0, 
28031,38936-35-5,"3H-Indolium, 2-[[2-(4-methoxyphenyl)-2-methylhydrazinylidene]methyl]-1,3,3-trimethyl-, chloride (1:1)",FALSE, ,0, 
28034,38951-97-2,"Nickel, bis[1,2-bis(4-methoxyphenyl)-1,2-ethenedithiolato(2-)-.kappa.S1,.kappa.S2]-, (SP-4-1)-",FALSE, ,0, 
28038,38954-40-4,"Ethanol, 2-(ethylphenylamino)-, 1-acetate",FALSE, ,0, 
28040,38970-72-8,"Cyclohexane, 1,1'-(1,1,3-trimethyl-1,3-propanediyl)bis-",TRUE, CAS,1, Scout
28041,38970-76-2,"Benzoic acid, 2-hydroxy-, lithium salt (1:2)",TRUE, CAS,1, Scout
28045,nan,"Neodecanoic acid, zirconium salt (1:?)",FALSE, ,0, 
28050,39067-39-5,"Bicyclo[2.2.1]hept-5-ene-2-carboxaldehyde, 3-propyl-",FALSE, ,0, 
28051,39067-80-6,"2,6-Octadiene-1-thiol, 3,7-dimethyl-, (2E)-",FALSE, ,0, 
28052,39072-70-3,"Urea, N,N''-1,6-hexanediylbis[N'-(phenylmethyl)-",FALSE, ,0, 
28053,39081-91-9,"3,4-Hexanedione, 2,5-dibromo-",FALSE, ,0, 
28055,39082-23-0,Hafnium telluride (HfTe2),FALSE, ,0, 
28056,39098-97-0,2-Thiopheneacetyl chloride,TRUE, CAS,1, Scout
28058,39108-47-9,"3-Pyridinecarbonitrile, 1-butyl-1,2-dihydro-6-hydroxy-4-methyl-2-oxo-",FALSE, ,0, 
28062,39142-36-4,"Thioimidodicarbonic acid ((HO)C(O)NHC(S)(OH)), O1,O3-dibutyl ester",FALSE, ,0, 
28063,39156-41-7,"1,3-Benzenediamine, 4-methoxy-, sulfate (1:1)",FALSE, ,0, 
28067,39189-74-7,"Cyclopentanone, 2-heptylidene-",FALSE, ,0, 
28070,39196-18-4,"2-Butanone, 3,3-dimethyl-1-(methylthio)-, O-[(methylamino)carbonyl]oxime",TRUE, CAS,1, Scout
28072,39201-42-8,"Benzoxazolium, 5-chloro-2-[2-[[5-chloro-3-(3-sulfopropyl)-2(3H)-benzoxazolylidene]methyl]-1-buten-1-yl]-3-(3-sulfopropyl)-, inner salt, compd. with N,N-diethylethanamine (1:1)",FALSE, ,0, 
28073,39202-17-0,"9-Dodecenoic acid, methyl ester",TRUE, CAS,2, Scout
28076,39211-00-2,"Aluminate(1-), tetrafluoro-, cesium (1:1), (T-4)-",TRUE, CAS,1, Scout
28077,39212-23-2,"2(3H)-Furanone, 5-butyldihydro-4-methyl-",TRUE, CAS,1, Scout
28078,39222-73-6,"1,3,4-Thiadiazol-2-amine, 5-(1,1-dimethylethyl)-",FALSE, ,0, 
28080,39230-59-6,"1-Pentanol, 3-methyl-, 1-propanoate",FALSE, ,0, 
28081,39236-46-9,"Urea, N,N''-methylenebis[N'-[3-(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl]-",TRUE, CAS,2, Scout
28082,39239-77-5,"1-Tetradecanol, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-pentacosafluoro-",FALSE, ,0, 
28083,nan,"Octanoic acid, 2-furanylmethyl ester",FALSE, ,0, 
28084,39255-32-8,"Pentanoic acid, 2-methyl-, ethyl ester",TRUE, CAS,2, Scout
28086,39277-28-6,"Benzenesulfonamide, ar-methyl-, polymer with formaldehyde and 1,3,5-triazine-2,4,6-triamine",FALSE, ,0, 
28087,39278-27-8,"Lignosulfonic acid, barium salt",FALSE, ,0, 
28089,nan,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.,.alpha.',.alpha.''-1,2,3-propanetriyltris[.omega.-hydroxy-, polymer with 1,3-diisocyanatomethylbenzene",FALSE, ,0, 
28091,39281-13-5,"Hexanedioic acid, polymer with .alpha.-hydro-.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)]",FALSE, ,0, 
28092,39282-36-5,"Undecanoic acid, hydroxy-, lactone",FALSE, ,0, 
28093,39283-29-9,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-hydroxy-, ether with methyl .alpha.-D-glucopyranoside (4:1)",FALSE, ,0, 
28094,39288-44-3,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-hydroxy-, polymer with 1,3-diisocyanatomethylbenzene and 1,1'-methylenebis[isocyanatobenzene]",FALSE, ,0, 
28096,39290-78-3,Aluminum chloride hydroxide sulfate,TRUE, CAS,3, Scout
28097,39290-85-2,"Boric acid, copper salt",TRUE, CAS,2, Scout
28098,39290-90-9,Magnesium potassium titanium oxide,FALSE, ,0, 
28103,nan,"Benzene, 1,1'-methylenebis[isocyanato-, homopolymer",FALSE, ,0, 
28104,39316-70-6,"Starch, hydrogen butanedioate",FALSE, ,0, 
28105,39317-18-5,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.,.alpha.',.alpha.''-1,2,3-propanetriyltris[.omega.-[[2-(sulfothio)acetyl]oxy]-, sodium salt (1:3)",FALSE, ,0, 
28106,39317-41-4,"2-Propenoic acid, monoester with 1,2-propanediol, polymer with chloroethene and ethenyl acetate",FALSE, ,0, 
28107,39317-46-9,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with ethyl 2-propenoate, 1,2-propanediol mono(2-methyl-2-propenoate) and 2-propenoic acid",FALSE, ,0, 
28108,39317-86-7,"Formaldehyde, polymer with (1,1-dimethylpropyl)phenol",FALSE, ,0, 
28110,39318-18-8,Tungsten oxide,FALSE, ,0, 
28111,39318-30-4,Lithium potassium titanium oxide,FALSE, ,0, 
28112,39318-45-1,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, polymer with 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane",FALSE, ,0, 
28113,39318-99-5,"Formaldehyde, polymer with dodecylphenol",FALSE, ,0, 
28116,39322-78-6,"Phosphoric acid, dodecyl ester, potassium salt",FALSE, ,0, 
28117,39323-37-0,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-hydroxy-, polymer with 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane",TRUE, CAS,1, Scout
28118,39331-38-9,"Lignosulfonic acid, iron salt",TRUE, CAS,2, Scout
28119,39331-39-0,"Lignosulfonic acid, sodium salt, polymer with formaldehyde",FALSE, ,0, 
28120,39332-53-1,"2-Propenoic acid, 2-methyl-, polymer with methyl 2-methyl-2-propenoate and 2-propenoic acid",FALSE, ,0, 
28125,nan,"Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.'-phosphinicobis[.omega.-(decyloxy)-",FALSE, ,0, 
28127,39345-87-4,Carbon silicon oxide,FALSE, ,0, 
28129,39346-76-4,"Guar gum, carboxymethyl ether, sodium salt",FALSE, ,0, 
28130,39346-81-1,"Agarose, 2-hydroxyethyl ether",TRUE, CAS,2, Scout
28132,39354-45-5,"Poly(oxy-1,2-ethanediyl), .alpha.-(3-carboxy-1-oxo-3-sulfopropyl)-.omega.-(dodecyloxy)-, sodium salt (1:2)",TRUE, CAS,1, Scout
28134,39359-45-0,"2-Propenenitrile, polymer with ethenylbenzene and .alpha.,.alpha.',.alpha.''-1,2,3-propanetriyltris[.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)]]",FALSE, ,0, 
28136,39366-43-3,Aluminum magnesium hydroxide,FALSE, ,0, 
28137,39373-34-7,"2-Propenoic acid, polymer with 1,2-propanediol mono-2-propenoate",FALSE, ,0, 
28138,39377-45-2,"Aluminum oxide, basic",FALSE, ,0, 
28139,39377-63-4,Titanium tungsten carbide,FALSE, ,0, 
28140,39377-81-6,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-(2-cyanoethyl)-.omega.-(2-cyanoethoxy)-",FALSE, ,0, 
28141,39377-98-5,"Hexanedioic acid, polymer with 1,4-butanediol, 1,3-diisocyanatomethylbenzene, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and 2,2'-oxybis[ethanol]",FALSE, ,0, 
28142,nan,"Poly(oxy-1,4-butanediyl), .alpha.-hydro-.omega.-hydroxy-, polymer with 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane",FALSE, ,0, 
28144,39382-25-7,"2-Butenedioic acid (2E)-, polymer with .alpha.,.alpha.'-[(1-methylethylidene)di-4,1-phenylene]bis[.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)]]",TRUE, CAS,2, Scout
28146,39385-67-6,"Dodecanoic acid, ester with 2,2-bis(hydroxymethyl)-1,3-propanediol",FALSE, ,0, 
28147,39386-78-2,Tamarind seed gum,FALSE, ,0, 
28148,39389-20-3,"Benzenesulfonic acid, ethenyl-, polymer with diethenylbenzene",FALSE, ,0, 
28150,39393-39-0,"Xanthylium, 3,6-bis(diethylamino)-9-[2-(methoxycarbonyl)phenyl]-, chloride (1:1)",TRUE, CAS,1, Scout
28151,nan,"2-Propenoic acid, 2-methyl-, 2-methylpropyl ester, polymer with ethenylmethylbenzene",FALSE, ,0, 
28152,39405-21-5,"2-Butenedioic acid (2Z)-, polymer with .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl)",FALSE, ,0, 
28153,39405-47-5,"Dextrin, reaction products with boric acid",FALSE, ,0, 
28155,nan,"Phosphoric acid, octyl ester",FALSE, ,0, 
28156,39409-93-3,"Oxirane, 2-methyl-, polymer with .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl)",FALSE, ,0, 
28160,39416-48-3,"Hydrogen tribromide, compd. with pyridine (1:1)",FALSE, ,0, 
28161,39420-45-6,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-(2-methyl-1-oxo-2-propen-1-yl)-.omega.-hydroxy-",TRUE, CAS,2, Scout
28162,39420-98-9,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-hydroxy-, polymer with 1,1'-methylenebis[isocyanatobenzene]",TRUE, CAS,3, Scout
28163,39421-27-7,"Oxirane, 2,2'-[(1-methylethylidene)bis(4,1-phenyleneoxymethylene)]bis-, polymer with 1,3-diisocyanatomethylbenzene",FALSE, ,0, 
28164,39421-75-5,"Guar gum, 2-hydroxypropyl ether",TRUE, CAS,2, Scout
28165,39423-51-3,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-(2-aminomethylethoxy)-, ether with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol (3:1)",TRUE, CAS,2, Scout
28166,39430-51-8,"Acetic acid, chromium salt, basic",TRUE, CAS,2, Scout
28168,39437-99-5,"Disilane, dichlorotetramethyl-",FALSE, ,0, 
28169,39443-66-8,"Oxirane, 2-(chloromethyl)-, polymer with .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl)",FALSE, ,0, 
28171,39444-67-2,"2-Butenedioic acid (2Z)-, ammonium salt (1:?), homopolymer",FALSE, ,0, 
28173,39444-87-6,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, polymer with 1,1'-methylenebis[4-isocyanatocyclohexane]",FALSE, ,0, 
28174,39445-23-3,Calcium magnesium hydroxide (CaMg(OH)4),TRUE, CAS,3, Scout
28176,39454-62-1,"Ethanol, 2-butoxy-, phosphate",FALSE, ,0, 
28177,39454-63-2,"Oxirane, 2-ethyl-, polymer with oxirane, monododecyl ether",FALSE, ,0, 
28179,39455-80-6,Ammonium sodium vanadium oxide,FALSE, ,0, 
28180,39464-64-7,"Poly(oxy-1,2-ethanediyl), .alpha.-(dinonylphenyl)-.omega.-hydroxy-, phosphate",FALSE, ,0, 
28181,39464-66-9,"Poly(oxy-1,2-ethanediyl), .alpha.-dodecyl-.omega.-hydroxy-, phosphate",TRUE, CAS,2, Scout
28182,39464-67-0,"Poly(oxy-1,2-ethanediyl), .alpha.-(dodecylphenyl)-.omega.-hydroxy-, phosphate",FALSE, ,0, 
28183,39464-69-2,"Poly(oxy-1,2-ethanediyl), .alpha.-(9Z)-9-octadecen-1-yl-.omega.-hydroxy-, phosphate",TRUE, CAS,3, Scout
28184,39464-70-5,"Poly(oxy-1,2-ethanediyl), .alpha.-phenyl-.omega.-hydroxy-, phosphate",TRUE, CAS,1, Scout
28185,39464-87-4,Scleroglucan,TRUE, CAS,2, Scout
28186,nan,"Guar gum, 2-hydroxyethyl ether",FALSE, ,0, 
28187,39466-00-7,"Hexanedioic acid, polymer with 1,1'-methylenebis[isocyanatobenzene] and 2,2'-oxybis[ethanol]",FALSE, ,0, 
28188,39471-52-8,"Phosphoric acid, octadecyl ester",FALSE, ,0, 
28190,39482-87-6,"Silanamine, N-[dimethyl(3,3,3-trifluoropropyl)silyl]-1,1-dimethyl-1-(3,3,3-trifluoropropyl)-",FALSE, ,0, 
28191,nan,9-Tricosyne,FALSE, ,0, 
28193,39515-47-4,"Benzeneacetonitrile, .alpha.-hydroxy-3-phenoxy-",FALSE, ,0, 
28194,39515-51-0,"Benzaldehyde, 3-phenoxy-",TRUE, CAS,2, Scout
28197,39527-44-1,"1,3-Propanediol, 2-ethyl-2-(hydroxymethyl)-, polymer with 1,3-bis(isocyanatomethyl)cyclohexane",FALSE, ,0, 
28200,39542-83-1,"4-Thiazolidinone, 3-ethyl-5-[(phenylamino)methylene]-2-thioxo-",FALSE, ,0, 
