Cas,Name,Downloaded,Found_by,No_of_downloads, Done_by
96353-69-4,".alpha.-[2-Hydroxy-3-[.alpha.-perfluoroisopropylpoly(degree of polymerization 7- 15)(difluoromethylene)]propyl]-.omega.-methoxy-poly(degree of polymerization 1-
25)(oxyethylene)",FALSE, ,0, 
96383-55-0,((Perfluorohexyl)ethyl)-2-chloropropenoate,FALSE, ,0, 
96383-57-2,"Ethenyl 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl carbonate",FALSE, ,0, 
96426-90-3,"Sodium {[2-(dimethylamino)ethyl](1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-
sulfonyl)amino}acetate",FALSE, ,0, 
96513-97-2,"Ammonium 2,3,3,3-tetrafluoro-2-(nonafluorobutoxy)propanoate",FALSE, ,0, 
96569-51-6,"1,1,1-Trifluoro-4-(phenylsulfanyl)-2-(trifluoromethyl)but-3-en-2-ol",FALSE, ,0, 
96570-94-4,Germanium--tetrafluorooxirane (1/1),FALSE, ,0, 
96573-73-8,"4-[(Heptadecafluorooctyl)oxy]benzene-1,3-diamine",FALSE, ,0, 
96595-38-9,"2,2,3,3,4,4,5,5,6,6-Decafluoro-1-[2,3,4,5-tetrafluoro-6-(trifluoromethyl)phenyl]piperidine",FALSE, ,0, 
96721-81-2,2-(Nonafluorobutyl)thiophene,FALSE, ,0, 
96721-82-3,"Thiophene, 3-(heptadecafluorooctyl)-",FALSE, ,0, 
96724-20-8,Pentadecafluoroheptyl 2-methylprop-2-enoate,FALSE, ,0, 
96916-53-9,"2-bromo-3,3,4,4,5,5,5-heptafluoropent-1-ene",FALSE, ,0, 
97005-61-3,"N,N'-bis(Perfluorononanoyl)1,2-ethanediamine",FALSE, ,0, 
97041-10-6,"[(1Z)-4,4,5,5,6,6,7,7,7-Nonafluorohept-1-en-1-yl]benzene",FALSE, ,0, 
97136-02-2,"2-Propenoic acid, 2-methyl-, 2-ethylhexyl ester, polymer with α-fluoro-ω-[2-[(2-methyl-1-oxo-2-
propenyl)oxy]ethyl]poly(difluoromethylene) (9CI)",FALSE, ,0, 
97142-48-8,Hexyl perfluoroheptanoate,FALSE, ,0, 
97163-17-2,Calcium perfluoroundecanoate,FALSE, ,0, 
97168-16-6,"3,3,4,4,5,6,6-Heptafluorohex-5-en-1-ol",FALSE, ,0, 
97220-62-7,"5-{[1,1,1,4,5,5,5-Heptafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-4-(trifluoromethyl)pent-2-
en-2-yl]oxy}benzene-1,3-dicarboxylic acid",FALSE, ,0, 
97229-40-8,"3,4-Dichloro-3,4,4-trifluorobutan-1-ol",FALSE, ,0, 
97294-02-5,"5,5,6,6,7,7,8,8,8-Nonafluoro-2-methyloct-2-ene",FALSE, ,0, 
97298-47-0,"Cyclo-hexachloro(N-methyl-(N-(perfluorooctylsulphonyl)glycinato-
O1:O1'))dihydroxytrichromium",FALSE, ,0, 
97313-92-3,Alethine bis(trifluoroacetate),FALSE, ,0, 
97313-95-6,"Propionamide, N,N'-(dithiodiethylene)bis(2-amino-, L-, bis(trifluoroacetate)",FALSE, ,0, 
97314-12-0,"Acetamide, N,N'-(dithiodiethylene)bis(2-amino-, bis(trifluoroacetate)",FALSE, ,0, 
97331-50-5,"6-[2,4-Bis(1,1-dimethylpropyl)phenoxy]-N-[3-hydroxy-4-[(octafluoro-1-oxopentyl)amino]phenyl]
hexanamide",FALSE, ,0, 
97388-28-8,(Perfluorocyclopentyl)phenyldiazene,FALSE, ,0, 
97539-76-9,"(5E)-5,6-Perfluorodecene",FALSE, ,0, 
97539-77-0,"Z-bis(perfluoro-n-hexyl)-1,2-ethylene",FALSE, ,0, 
97553-95-2,"Thiocyanic acid, γ-ω-perfluoro-C4-20-alkyl esters",FALSE, ,0, 
97558-57-1,"(5Z)-1,1,1,2,2,3,3,4,4,7,7,8,8,9,9,10,10,10-octadecafluorodec-5-ene",FALSE, ,0, 
97571-69-2,Perfluoro-15-crown-5-ether,TRUE, CAS,2, Scout
97659-47-7,"Alkenes, C8-14 α-, δ-ω-perfluoro",FALSE, ,0, 
97745-82-9,1-(Heptafluoropropyl)-4-methoxybenzene,FALSE, ,0, 
97746-87-7,"Calcium [(perfluorooctyl)oxy]-1,3-benzenedicarboxylate",FALSE, ,0, 
97802-61-4,Perfluorodecyl dihydrogen phosphate,FALSE, ,0, 
97805-06-6,"Acetophenone, alpha-(1-chloro-2,2,3,3,4,4-hexafluorocyclobutyl)-",FALSE, ,0, 
97963-60-5,"5-(1,1,2,2-Tetrafluoroethoxy)-1,3-dihydro-2H-benzimidazole-2-thione",FALSE, ,0, 
97963-96-7,"2-[(4-Methoxypyridin-2-yl)methanesulfinyl]-6-(1,1,2,2-tetrafluoroethoxy)-1H-benzimidazole",FALSE, ,0, 
98008-06-1,Fulvestrant sulfone,TRUE, CAS,2, Scout
98010-21-0,"2,2,3,3,4,4,4-Heptafluoro-1-phenylbutyl diphenyl phosphate",FALSE, ,0, 
98046-77-6,3-(Trimethoxysilyl)propyl pentadecafluorooctanoate,FALSE, ,0, 
98151-22-5,"Bis(1H,1H,6H-perfluorohexyl)-2-sulfobutanedioate sodium salt",FALSE, ,0, 
98260-14-1,"1,1,1,4,5,6,6,6-Octafluoro-2,3,4,5-tetrakis(trifluoromethyl)hex-2-ene",FALSE, ,0, 
98296-50-5,"Difluoro(1,1,2,2-tetrafluoro-2-iodoethoxy)acetonitrile",FALSE, ,0, 
98296-51-6,"Ethyl difluoro(1,1,2,2-tetrafluoro-2-iodoethoxy)acetate",FALSE, ,0, 
98296-52-7,"2,2-Difluoro-2-(1,1,2,2-tetrafluoro-2-iodoethoxy)acetamide",FALSE, ,0, 
98296-53-8,"Difluoro(1,1,2,2-tetrafluoro-2-iodoethoxy)ethanimidamide",FALSE, ,0, 
98331-76-1,"2-Propanol, 2-[(diphenylphosphino)methyl]-1,1,1,3,3,3-hexafluoro-",FALSE, ,0, 
985-60-4,"1-phenylpiperazine; 2,2,3,3,4,4,5,5,6,6,6-undecafluorohexanoic acid",FALSE, ,0, 
98561-39-8,"Oxirane, mono[[(.beta.-.omega.-perfluoro-.omega.-hydro-C2-4-alkyl)oxy]methyl] derivs.",FALSE, ,0, 
98561-40-1,"Alcohols, C3-7, .beta.-.omega.-perfluoro-.omega.-hydro, reaction products with 3a,4,7,7a-
tetrahydro-1,3-isobenzofurandione",FALSE, ,0, 
98561-41-2,"Alcohols, C3-7, .beta.-.omega.-perfluoro-.omega.-hydro, reaction products with 3a,4,7,7a-
tetrahydromethyl-4,7-methanoisobenzofuran-1,3-dione",FALSE, ,0, 
98573-25-2,"4,4,5,5,6,6,7,7,7-Nonafluoro-2-hydroxyheptyl prop-2-enoate",FALSE, ,0, 
98640-41-6,"S-(1,1,2,2,3,3-Hexafluoropropyl)-L-cysteine",FALSE, ,0, 
98640-42-7,"N-Acetyl-S-(1,2,3,3,3-pentafluoro-1-propenyl)-L-cysteine",FALSE, ,0, 
98728-78-0,"1-Butanol, 4-(ethenyloxy)-, polymer with 1-chloro-1,2,2-trifluoroethene and ethoxyethene",FALSE, ,0, 
98789-57-2,Sodium Perfluorononanesulfonate,TRUE, CAS,2, Scout
98873-61-1,"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)-N-(1-phenylethyl)propanamide",FALSE, ,0, 
98900-70-0,Sodium 3-{[3-(dimethylamino)propyl][(tridecafluorohexyl)sulfonyl]amino}propanoate,FALSE, ,0, 
98900-72-2,"Sodium 3-[[3-(dimethylamino)-2-hydroxypropyl][(perfluorohexyl)sulfonyl]amino]-2-hydroxy-
propanesulfonate",FALSE, ,0, 
98900-84-6,Sodium N-[3-(dimethylamino)propyl]-N-[(perfluorooctyl)sulfonyl]glycinate,FALSE, ,0, 
98973-10-5,"Propane, 1-[1-[difluoro[(1,2,2-trifluoroethenyl) oxy]methyl]-1,2,2,2-tetrafluoroethoxy]-
1,1,2,2,3,3,3-heptafluoro-, homopolymer",FALSE, ,0, 
99089-22-2,"N-tert-Butyl-2,2,3,3,4,4,4-heptafluorobutanamide",FALSE, ,0, 
99106-55-5,"2-Propenoic acid, 2-fluoro-, tetrafluoropropyl ester, homopolymer",FALSE, ,0, 
99156-01-1,Propyl perfluorononanoate,FALSE, ,0, 
992-81-4,"{Tris[(2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptyl)oxy]methyl}benzene",FALSE, ,0, 
99324-96-6,2-(2-Iodoethyl)perfluoropropane,FALSE, ,0, 
99324-97-7,"1,1,1,2-Tetrafluoro-6-iodo-2-(trifluoromethyl)hexane",FALSE, ,0, 
99324-98-8,"1,1,1,2,2,3,3,4,4-Nonafluoro-8-iodooctane",FALSE, ,0, 
99324-99-9,"12-Bromo-1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluorododecane",FALSE, ,0, 
99325-08-3,"(2Z)-4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-2-iodonon-2-en-1-ol",FALSE, ,0, 
99325-17-4,"1,1,1,2,2,3,3,4,4,6,6,8,8-Tridecafluoro-8-iodooctane",FALSE, ,0, 
99338-16-6,"4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-1-phenylnonane-1,3-dione",FALSE, ,0, 
993-95-3,"(2H-Perfluoropropyl)(1H,1H-perfluoroethyl)ether",TRUE, CAS,1, Scout
99510-46-0,"Cyclopentane, octafluorobis(trifluoromethyl)-",FALSE, ,0, 
99643-24-0,"2,2,3,3-Tetrafluoro-3-iodopropanenitrile",FALSE, ,0, 
996-56-5,"1,1,2-Trifluoro-1-methoxy-2-(trifluoromethoxy)ethane",FALSE, ,0, 
99752-82-6,Perftoran,FALSE, ,0, 
99903-40-9,"1,1-Dichloro-5,5,5-trifluoro-4-(trifluoromethyl)penta-1,3-diene",FALSE, ,0, 
99903-41-0,"4-Chloro-1,1,1-trifluoro-5-methyl-2-(trifluoromethyl)hex-2-ene",FALSE, ,0, 
99903-42-1,"4,4-Diethoxy-1,1,1-trifluoro-2-(trifluoromethyl)but-2-ene",FALSE, ,0, 
99903-43-2,"Ethyl 3-(2,2-dichloroethenyl)-2,2-bis(trifluoromethyl)cyclopropane-1-carboxylate",FALSE, ,0, 
99903-44-3,"Ethyl (1R,3R)-3-(diethoxymethyl)-2,2-bis(trifluoromethyl)cyclopropane-1-carboxylate",FALSE, ,0, 
99903-46-5,"3-(2-Methylprop-1-en-1-yl)-2,2-bis(trifluoromethyl)cyclopropane-1-carboxylic acid",FALSE, ,0, 
99903-47-6,"3-Formyl-2,2-bis(trifluoromethyl)cyclopropane-1-carbonyl chloride",FALSE, ,0, 
99903-49-8,"Ethyl (1R,3S)-3-(2,2-dibromoethenyl)-2,2-bis(trifluoromethyl)cyclopropane-1-carboxylate",FALSE, ,0, 
99903-52-3,"3-(2,2-Dibromoethenyl)-2,2-bis(trifluoromethyl)cyclopropane-1-carboxylic acid",FALSE, ,0, 
99903-53-4,"Cyclopropanecarboxylic acid, 2,2-bis(trifluoromethyl)-3-(3,3,3-trifluoro-2- (trifluoromethyl)-1-
propenyl)-, trans",FALSE, ,0, 
99903-56-7,"1-Chloro-4-(3,3,3-trifluoro-2-(trifluoromethyl)prop-1-enyl)benzene",FALSE, ,0, 
99903-57-8,"2-(4-Chlorophenyl)-4,4,4-trifluoro-3-(trifluoromethyl)butanenitrile",FALSE, ,0, 
99903-58-9,"2-(4-Chlorophenyl)-4,4,4-trifluoro-3-(trifluoromethyl)butanoic acid",FALSE, ,0, 
99908-28-8,"Carbamic acid, [2-methyl-5-[[[2- [[(heptadecafluorooctyl)sulfonyl]methylamino]ethoxy]carbonyl]amino]phenyl]-, 2-
[[(heptadecafluorooctyl)sulfonyl]propylamino]ethyl ester",FALSE, ,0, 
99923-35-0,"Ethyl 3-(1-chloro-2-methylpropyl)-2,2-bis(trifluoromethyl)cyclopropane-1-carboxylate",FALSE, ,0, 
99930-55-9,"1-Hexene, 6-chloro-3,3,4,4,5,5,6,6-octafluoro-",FALSE, ,0, 
507-63-1,Perfluorooctyl iodide,TRUE, CAS,1, Scout
255831-20-0,"1,1,2,2,3,3,4,4,5,5,6,7,7,7-Tetradecafluoro-6-(trifluoromethyl)heptane-1-sulfonic acid",FALSE, ,0, 
775554-63-7,"1,1,2,2,3,3,4,5,5,6,6,7,7,7-tetradecafluoro-4-(trifluoromethyl)heptane-1-sulfonic acid",FALSE, ,0, 
740777-79-1,"1,1,2,2,3,4,4,5,5,6,6,7,7,7-tetradecafluoro-3-(trifluoromethyl)heptane-1-sulfonic acid",FALSE, ,0, 
765246-09-1,"1,1,2,3,3,4,4,5,5,6,6,7,7,7-tetradecafluoro-2-(trifluoromethyl)heptane-1-sulfonic acid",FALSE, ,0, 
950669-21-3,"1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid",FALSE, ,0, 
26330-53-0,"1-Ethylsulfonyl-1,1,2,2,2-pentafluoroethane",FALSE, ,0, 
377-99-1,"1,1,3,3,4,4,5,5,5-Nonafluoro-1-pentene",FALSE, ,0, 
414896-89-2,"1,3,4,4,4-Pentafluoro-3-(trifluoromethyl)but-1-ene",FALSE, ,0, 
648-54-4,"1,1,1,2,2-Pentafluoro-3-(3-fluoropropoxy)propane",FALSE, ,0, 
87620-56-2,"2,2,3,3,4,4,5,5,6,6-Decafluorooctanoic acid",FALSE, ,0, 
913625-73-7,"2-[3,4,4,4-Tetrafluoro-3-(trifluoromethyl)butyl]-2-(3,3,3-trifluoropropyl)propanedinitrile",FALSE, ,0, 
935476-97-4,"1,1,1,5,5,6,6,6-Octafluoro-4,4-bis(trifluoromethyl)hex-2-ene",FALSE, ,0, 
139747-80-1,"1,1,2,2-Tetrafluoro-2-(trifluoromethoxy)ethanesulfonic acid",FALSE, ,0, 
