Cas,Name,Downloaded,Found_by,No_of_downloads, Done_by
93776-11-5,"32-(Perfluoro-7-methyloctyl)-2,5,8,11,14,17,20,23,26,29-decaoxadotriacontan-31-ol",FALSE, ,0, 
93776-19-3,Bis((perfluoro-15-methylhexadecyl)ethyl) hydrogen phosphate,FALSE, ,0, 
93776-22-8,Ammonium bis(2-(perfluorododecyl)ethyl) phosphate,FALSE, ,0, 
93776-23-9,Ammonium bis(2-(perfluorohexadecyl)ethyl) phosphate,FALSE, ,0, 
93776-24-0,Ammonium bis((perfluoro-7-methyloctyl)ethyl) phosphate,FALSE, ,0, 
93776-25-1,Ammonium bis(2-(perfluoro-9-methyldecyl)ethyl) phosphate,FALSE, ,0, 
93776-26-2,Ammonium bis((perfluoro-11-methyldodecyl)ethyl) phosphate,FALSE, ,0, 
93776-27-3,Ammonium bis((perfluoro-13-methyltetradecyl)ethyl) phosphate,FALSE, ,0, 
93776-28-4,Ammonium Bis((perfluoro-15-methylhexadecyl)ethyl) phosphate,FALSE, ,0, 
93776-29-5,Bis((perfluoro-13-methyltetradecyl)ethyl) hydrogen phosphate,FALSE, ,0, 
93776-30-8,Bis(2-hydroxyethyl)ammonium bis((perfluoro-13-methyltetradecyl)ethyl) phosphate,FALSE, ,0, 
93776-31-9,Bis(2-hydroxyethyl)ammonium bis((perfluoro-15-methylhexadecyl)ethyl) phosphate,FALSE, ,0,
93777-12-9,"(2-Carboxylatoethyl)-3-((perfluoro-9-methyldecyl)-2-
hydroxypropyl)aminopropyldimethylammonium",FALSE,,0,
93777-13-0,Ammonium bis((perfluorotetradecyl)ethyl) phosphate,FALSE, ,0, 
93803-06-6,Diethyl(3-(((heptadecafluorooctyl)sulphonyl)amino)propyl)methylammonium iodide,FALSE, ,0, 
93804-21-8,"Trimethoxy(3-(1,1,2,2-tetrafluoroethoxy)propyl)silane",FALSE, ,0, 
938155-33-0,"Ethenyl benzoate polymer with 2-butenoic acid, ethenyl 2,2-dimethylpropanoate, 4- (ethenyloxy)-1-butanol, 2-methyl-1-propene and 1,1,2,2-tetrafluoroethene, dihydrogen 1,2,4- benzenetricarboxylate, compd. with N,N-diethylethanamine",FALSE, ,0, 
93819-97-7,"N,N-Bis(2-hydroxyethyl)-4-[[4,4,5,5,5-pentafluoro-3-(1,1,2,2,2-pentafluoroethyl)-1,2,3-
tris(trifluoromethyl)-1-penten-1-yl]oxy]benzenesulfonamide",FALSE, ,0, 
93822-96-9,"1,1,1,2,4,4,5,5-Octafluoro-5-iodo-2-(trifluoromethyl)pentan-3-one",FALSE, ,0, 
93830-92-3,3-Trifluoromethylperfluoro-2-pentanone,FALSE, ,0, 
93857-42-2,(Perfluoro-13-methyltetradecyl)ethyl dihydrogen phosphate,FALSE, ,0, 
93857-43-3,Diammonium (perfluoro-15-methylhexadecyl)ethyl phosphate,FALSE, ,0, 
93857-46-6,"12:2 Fluorotelomer dihydrogen phosphate (ester), diammonium salt",FALSE, ,0, 
93857-47-7,14:2 Fluorotelomer dihydrogen phosphate diammonium salt,FALSE, ,0, 
93857-48-8,16:2 Fluorotelomer phosphate,FALSE,,0,
93857-49-9,Diammonium (perfluoro-7-methyloctyl)ethyl phosphate,FALSE, ,0, 
93857-50-2,Diammonium (perfluoro-9-methyldecyl)ethyl phosphate,FALSE, ,0, 
93857-51-3,Diammonium (perfluoro-11-methyldodecyl)ethyl phosphate,FALSE, ,0, 
93857-52-4,Diammonium (perfluoro-13-methyltetradecyl)ethyl phosphate,FALSE, ,0, 
93857-53-5,Bis((perfluorotetradecyl)ethyl) hydrogen phosphate,FALSE, ,0, 
93857-54-6,Bis((perfluorohexadecyl)ethyl) hydrogen phosphate,FALSE, ,0, 
93857-55-7,Bis((perfluoro-9-methyldecyl)ethyl) phosphate,FALSE, ,0, 
93857-56-8,Bis((perfluoro-11-methyldodecyl)ethyl) hydrogen phosphate,FALSE, ,0, 
93858-69-6,"2-[(2,2,3,4,4,4-Hexafluorobutoxy)methyl]oxirane",FALSE, ,0, 
93894-52-1,"1,1,2,3,3,3-Hexafluoro-2-(trifluoromethyl)propane-1-sulphonic anhydride",FALSE, ,0, 
93894-53-2,"1,1,2,2,3,3,4,4-Octafluoro-N-(2-hydroxyethyl)-N-methylbutane-1-sulphonamide",FALSE, ,0, 
93894-54-3,"1,1,2,2,3,3,4,4-Octafluoro-N,N-bis(2-hydroxyethyl)butane-1-sulphonamide",FALSE, ,0, 
93894-55-4,"1,1,2,2,3,3,4,4-Octafluorobutane-1-sulphonic anhydride",FALSE, ,0, 
93894-56-5,"Isooctanesulfonamide, heptadecafluoro-",FALSE, ,0, 
93894-57-6,"Isooctanesulfonamide, heptadecafluoro-, compd. with N,N-diethylethanamine (1:1)",FALSE, ,0, 
93894-65-6,"Isooctanesulfonamide, heptadecafluoro-N-(2-hydroxyethyl)-N-methyl-",FALSE, ,0, 
93894-66-7,"Isooctanesulfonamide, heptadecafluoro-N,N-bis(2-hydroxyethyl)-",FALSE, ,0, 
93894-67-8,"Isooctanesulfonic acid, heptadecafluoro-, lithium salt",FALSE, ,0, 
93894-68-9,"Isooctanesulfonic acid, heptadecafluoro-, potassium salt",FALSE, ,0, 
93894-70-3,Tetraethylammonium perfluoroisooctanesulfonate,FALSE, ,0, 
93894-71-4,Heptadecafluoro-N-methylisooctanesulphonamide,FALSE, ,0, 
93894-72-5,Diethyl(3-(((heptadecafluoroisooctyl)sulphonyl)amino)propyl)methylammonium iodide,FALSE, ,0, 
93894-73-6,Magnesium perfluoroisooctanesulfonate,FALSE, ,0, 
93894-74-7,"9-Octadecenyl (5-(((2- (((heptadecafluoroisooctyl)sulphonyl)methylamino)ethoxy)carbonyl)amino)-2-
methylphenyl)carbamate",FALSE, ,0, 
93951-33-8,"1-Propanaminium, N,N,N-trimethyl-2(or 3)-[[[4-[[4,4,5,5,5-pentafluoro-3-(pentafluoroethyl)- 1,2,3-tris(trifluoromethyl)-1-pentenyl]oxy]phenyl]sulfonyl]amino]-, methyl sulfate",FALSE, ,0, 
93958-59-9,"1,1,2,7,8,8-Hexachloro-1,2,3,4,4,5,5,6,8-nonafluorooctane",FALSE, ,0, 
93962-52-8,Bis(tridecafluorohexyl) disulphide,FALSE, ,0, 
939793-32-5,"1-(Benzylamino)-3-(1,1,2,2-tetrafluoroethoxy)propan-2-ol",FALSE, ,0, 
939793-35-8,"1-(Benzylamino)-3-(2,2,3,3-tetrafluoropropoxy)propan-2-ol",FALSE, ,0, 
93982-47-9,"Methyl 4-(1,1,2,2-tetrafluoroethoxy)benzoate",FALSE, ,0, 
94024-64-3,"1,2,2,3,4,4-Hexafluorobicyclo[1.1.0]butane",FALSE, ,0, 
94042-94-1,"Sodium 4-(perfluoro(3,4-dimethylhex-3-en-2-yloxy))benzene-1-sulfonate",FALSE, ,0, 
94042-95-2,Sodium 4-(perfluoro-2-(butan-2-yl)-3-ethyl-3-methylpent-1-en-1-yloxy)benzenesulfonate,FALSE, ,0, 
94048-09-6,"Bis(2,2,3,3,4,4,5,5-octafluoropentyl) bis{tris[(2,2,3,3,4,4,5,5-octafluoropentyl)oxy]silyl}
orthosilicate",FALSE, ,0, 
94079-71-7,Europium(3+) trifluoroacetate--water (1/3/3),FALSE, ,0, 
94083-43-9,"3-Chloro-3,4,4,4-tetrafluoro-2-methylbutan-2-ol",FALSE, ,0, 
94088-80-9,Trimethyl-3-((perfluorohexyl)ethylsulfonyl)aminopropylammonium iodide,FALSE, ,0, 
940891-99-6,"Scotchgard PM 490 (PM490, PM-490)",FALSE, ,0, 
94094-26-5,"Tetradecanoic acid, 1,1'-(methyl(3,3,4,4,5,5,6,6,6-nonafluorohexyl)silylene) ester",FALSE, ,0, 
94095-37-1,"Pentanoic acid, 4,4-bis((gamma-mu-perfluoro-C6-12-alkyl)thio) derivs., compds. with
diethanolamine",FALSE, ,0, 
94099-50-0,"1,1,1,2,2-Pentafluorohexane",FALSE, ,0, 
94099-52-2,"5,5,6,6,6-Pentafluoro-2-hexanol",FALSE, ,0, 
94133-91-2,"3-((Perfluorooctylsulfonyl)-2-hydroxy-3-sulfopropylamino)-N-(2-hydroxyethyl)-N,N-dimethyl-1-
propanaminium monosodium hydroxide",FALSE, ,0, 
94157-91-2,"2,6-Difluoro-N-(((2-methyl-4-(2,2,2-trifluoro-1-hydroxy-1-
(trifluoromethyl)ethyl)phenyl)amino)carbonyl)benzamide",FALSE, ,0, 
94157-92-3,"N-(((2,5-Dimethyl-4-(2,2,2-trifluoro-1-hydroxy-1-(trifluoromethyl)ethyl)phenyl)amino)carbonyl)-
2,6-difluorobenzamide",FALSE, ,0, 
94158-20-0,"Butan-2-one O,O',O''-((3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silylidyne)oxime",FALSE, ,0, 
94158-60-8,"(Dodecyl)trimethylammonium 2,2,3,3-tetrafluoropropionate",FALSE, ,0, 
94158-62-0,"1-(Perfluoro-7-methyloctyl)-4,7,10-trioxatetradecan-2-ol",FALSE, ,0, 
94158-66-4,((Perfluorododecyl)methyl)oxirane,FALSE, ,0, 
94158-67-5,((Perfluorotetradecyl)methyl)oxirane,FALSE, ,0, 
94158-68-6,((Perfluorohexadecyl)methyl)oxirane,FALSE, ,0, 
94158-69-7,(Perfluorooctyl)-2-hydroxypropyl dihydrogen phosphate,FALSE, ,0, 
94159-77-0,Bis(2-hydroxyethyl)methyl(1-(perfluoro-9-methyldecyl))-2-hydroxyprop-3-ylammonium iodide,FALSE,,0,
94159-78-1,Bis(2-hydroxyethyl)methyl(1(-perfluoro-7-methyloctyl))-2-hydroxyprop-3-ylammonium iodide,FALSE, ,0, 
94159-81-6,1-((3-(Dimethylamino)propyl)amino)-(3-(perfluorooctyl))propan-2-ol,FALSE, ,0, 
94159-88-3,"4-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononyl)-2,2-dimethyl-1,3-dioxolane",FALSE, ,0, 
94159-89-4,Potassium N-((perfluoro-7-methyloctyl)-2-hydroxypropyl)-N-methylaminoacetate,FALSE, ,0, 
94159-90-7,"4-((Perfluoro-7-methyloctyl)methyl)-2,2-dimethyl-1,3-dioxolane",FALSE, ,0, 
94159-92-9,1-Phenoxy(3-(perfluoro-7-methyloctyl)propan-2-ol),FALSE, ,0, 
94166-88-8,"Butanedioic acid, sulfo-, 1,4-bis(.alpha.-.omega.-perfluoro-C6-12-alkyl) esters, sodium salts",FALSE, ,0, 
94190-72-4,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)(triphenyl)phosphanium iodide",FALSE, ,0, 
94190-73-5,"Triphenyl(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)phosphanium iodide",FALSE, ,0, 
94196-26-6,"[Ethyl(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-
sulfonyl)amino]methanesulfonic acid",FALSE, ,0, 
94200-44-9,3-(Perfluorohexadecyl)-2-hydroxypropyl dihydrogen phosphate,FALSE, ,0, 
94200-49-4,Diammonium 3-(perfluorohexadecyl)-2-hydroxypropyl dihydrogen phosphate,FALSE,,0,
94200-53-0,Diammonium 3-(perfluoro-15-methylhexadecyl)-2-hydroxypropyl dihydrogen phosphate,FALSE, ,0, 
94200-54-1,14:2 Fluorotelomer dihydrogen phosphate,FALSE, ,0, 
94200-55-2,16:2 Fluorotelomer dihydrogen phosphate,FALSE, ,0, 
94200-56-3,(Perfluoro-9-methyldecyl)ethyl dihydrogen phosphate,FALSE, ,0, 
94200-57-4,((Perfluoro-11-methyldodecyl)ethyl) dihydrogen phosphate,FALSE, ,0, 
942199-24-8,Perfluorodecanoic anhydride,FALSE, ,0, 
94228-79-2,"Poly(1-pentene-2,3,3,4,4,5,5-heptafluoro-co-ethene-co-tetrafluoroethene)",FALSE, ,0, 
94228-81-6,"2,3,3,4,4,5,5,6,6,7,7-Undecafluorohept-1-ene",FALSE, ,0, 
94231-56-8,Bis(2-hydroxyethyl)ammonium bis((perfluoro-11-methyldodecyl)ethyl) phosphate,FALSE, ,0, 
94231-57-9,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Henicosafluoroundecyl acrylate",FALSE, ,0, 
94231-58-0,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-Icosafluoro-11-(vinyloxy)undecane",FALSE, ,0, 
94231-59-1,(Perfluoro-15-methylhexadecyl)ethyl dihydrogen phosphate,FALSE, ,0, 
94232-71-0,"Butan-2-one O,O',O''-((3-(1,1,2,2-tetrafluoroethoxy)propyl)silylidyne)trioxime",FALSE, ,0, 
94232-72-1,"Triethoxy(3-(1,1,2,2-tetrafluoroethoxy)propyl)silane",FALSE, ,0, 
94237-06-6,"3-Chloro-1,1,1,5,5,5-hexamethyl-3-((perfluorohexyl)ethyl)trisiloxane",FALSE, ,0, 
94237-07-7,"Trimethylsilyloxy-1,1,1,5,5,5-hexamethyl-3-((perfluorohexyl)ethyl)trisiloxane",FALSE, ,0, 
94237-08-8,"Methoxydimethyl(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silane",FALSE, ,0, 
94237-11-3,"(2,2,2-Tris((acryloyloxy)methyl)ethoxy)((perfluorohexyl)ethyl)dimethylsilane",FALSE, ,0, 
94237-12-4,"Bis(2,2,2-tris((acryloyloxy)methyl)ethoxy)((perfluorohexyl)ethyl)methylsilane",FALSE, ,0, 
94237-13-5,"Tris(2,2,2-tris((acryloyloxy)methyl)ethoxy)((perfluorohexyl)ethyl)silane",FALSE, ,0, 
94237-17-9,"1,1-Dichloro-3,3,3-trimethyl((perfluorohexyl)ethyl)disiloxane",FALSE, ,0, 
942597-24-2,"1-Butanesulfonamide, 1,1,2,2,3,3,4,4,4-nonafluoro-N-methyl-N-(2-oxiranylmethyl)-",FALSE, ,0, 
94291-75-5,Bis(2-hydroxyethyl)ammonium bis((perfluorotetradecyl)ethyl) phosphate,FALSE, ,0, 
94291-76-6,Bis(2-hydroxyethyl)ammonium bis((perfluorohexadecyl)ethyl) phosphate,FALSE, ,0, 
94291-77-7,Bis(2-hydroxyethyl)ammonium bis((perfluoro-7-methyloctyl)ethyl) phosphate,FALSE, ,0, 
94291-78-8,Bis(2-hydroxyethyl)ammonium bis((perfluoro-9-methyldecyl)ethyl) phosphate,FALSE, ,0, 
94333-56-9,"5-Fluoro-5,7,7-tris(trifluoromethyl)-6-(2,2,2-trifluoro-1-(trifluoromethyl)ethylidene)-1,4-
dioxepane",FALSE, ,0, 
943344-69-2,"Silsesquioxanes, 3-aminopropyl 3,3,4,4,5,5,6,6,6-nonafluorohexyl, hydroxy-terminated acetates",FALSE, ,0, 
94345-13-8,"Pentyl 4,4,5,5,6,6,7,7,7-nonafluoroheptanoate",FALSE, ,0, 
943517-73-5,PUBCHEM_#71314116,FALSE, ,0, 
943767-44-0,"4-(2,2,3,3,4,4,4-Heptafluorobutoxy)benzaldehyde",FALSE, ,0, 
943913-15-3,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl 3,3,4,4,5,5,6,6,7,7,8,8,8-
tridecafluorooctyl hydrogen phosphate",FALSE, ,0, 
94403-04-0,"1,6-bis(trimethoxysilanylethyl)perfluorohexane",FALSE, ,0, 
94403-05-1,"1,12-Dodecanediol, 4,4,5,5,6,6,7,7,8,8,9,9-dodecafluoro-2,11-diiodo-",FALSE, ,0, 
94403-06-2,"3,3,4,4,5,5,6,6-Octafluorooctane-1,8-diamine",FALSE, ,0, 
94413-32-8,"5-Methyl-6-[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)sulfanyl]hexahydro-4,7-methano-2-
benzofuran-1,3-dione",FALSE, ,0, 
944477-76-3,"1,9-Decadiene, 3,3,4,4,5,5,6,6,7,7,8,8-dodecafluoro-, polymer with 1,1-difluoroethene, 1-
[difluoro(trifluoromethoxy)methoxy]-1,2,2-trifluoroethene, 1,1,2,2-tetrafluoroethene and 1,1,2- trifluoro-2-(trifluoromethoxy)ethene",FALSE, ,0, 
944578-05-6,"Sulfonamides, C4-8-alkane, perfluoro, N-[4,7-dimethyl-4-[[(1-methylpropylidene)amino]oxy]-3,5
dioxa-6-aza-4-silanon-6-en-1-yl]-N-ethyl",FALSE, ,0, 
94475-68-0,(Perfluorononyloxy)benzoate sodium,FALSE, ,0, 
94492-37-2,Sodium 3-(methyl{3-[(tridecafluorohexyl)amino]propyl}amino)propane-1-sulfonate,FALSE, ,0, 
945953-14-0,Ammonium 2:2 fluorotelomer-1-sulfonate,FALSE, ,0, 
946163-81-1,"2,2,3,3-Tetrafluoro-3-{1,1,2,3,3,3-hexafluoro-2-[(trifluoroethenyl)oxy]propoxy}propanoic acid",FALSE, ,0, 
94705-65-4,"4-{2-[2,4-Bis(2-methylbutan-2-yl)phenoxy]butanamido}-2-hydroxy-N-
(nonafluorobutyl)benzamide",FALSE, ,0, 
94718-24-8,"2,2,3,3,4,4,5,5-Octafluoro-1-(undecafluoropentyl)pyrrolidine",FALSE, ,0, 
94718-25-9,"2,2,3,3,5,5,6,6-Octafluoro-4-(nonafluorocyclopentyl)morpholine",FALSE, ,0, 
94720-20-4,"2,2,3,3,4,4,4-Heptafluoro-N-(2-oxo-2,3-dihydropyrimidin-4-yl)butanamide",FALSE, ,0, 
94767-47-2,"2,2,3,3-Tetrafluoro-2,3-dihydro-1,4-benzodioxine",FALSE, ,0, 
94797-81-6,"Poly(oxy-1,2-ethanediyl), α-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-nonadecafluoro-1-oxodecyl)-
ω-methoxy-",FALSE, ,0, 
948014-28-6,"1,1,2,2,3,3,4,5,5,6,6,7,7,8-Tetradecafluoro-4,8-dimethylcyclooctane",FALSE, ,0, 
948014-40-2,"Perfluoro(3,3'-(piperazine-1,4-diyl)dipropanoic acid)",FALSE, ,0, 
94817-10-4,"Poly(oxy-1,2-ethanediyl), α-(4,4,5,5,6,6,7,7,8,8,9,9,10, 10,11,11,12,12,12-nonadecafluoro-2-
hydroxydodecyl)-ω-(3-hydroxypropoxy)-",FALSE, ,0, 
94817-82-0,"N,N-Dibutyl-2-(perfluorotridecyl)ethanaminium nitrate",FALSE, ,0, 
94817-83-1,N-Propyl-perfluorotridecanesulfonamide hydrochloride,FALSE, ,0, 
94840-66-1,"S-(1,1,2,2-Tetrafluoroethyl)cysteine",FALSE, ,0, 
94953-38-5,"(2-Chloroethenyl)bis(2,2,3,3-tetrafluorocyclobutyl)silane",FALSE, ,0, 
949581-65-1,"Scotchgard PM 3622 (PM3622, PM-3622)",FALSE, ,0, 
95091-35-3,"Potassium 2,3,3,3-tetrafluoro-2-(trifluoromethyl)propanoate",FALSE, ,0, 
95144-12-0,"Poly(difluoromethylene), α-fluoro-ω-[2-(phosphonooxy)ethyl]-, ammonium salt",FALSE, ,0, 
95243-53-1,"2-Propenoic acid, esters, 2-methyl-, 2,2,3,3,3-pentafluoropropyl ester, homopolymer",FALSE, ,0, 
952584-86-0,"(E)-4-(2,2,3,3,4,4,4-Heptafluorobutoxy)-4-oxobut-2-enoic acid",TRUE, CAS,1, Scout
95325-75-0,"1-Propene, 1,1,2,3,3,3-hexafluoro-, polymer with chlorotrifluoroethene, 1,1-difluoroethene and
tetrafluoroethene",FALSE, ,0, 
95388-86-6,"2,2-Dimethyl-4,4,6-tris(trifluoromethyl)-1,5,6-triazabicyclo[3.1.0]hexane",FALSE, ,0, 
95388-88-8,"2-Methyl-2-phenyl-4,4,6-tris(trifluoromethyl)-1,5,6-triazabicyclo[3.1.0]hexane",FALSE, ,0, 
954226-17-6,2-Chloro-4-(pentafluoroethyl)pyrimidine-5-carboxylic acid,FALSE, ,0, 
954238-58-5,"4,4,4-Trifluoro-3-(trifluoromethyl)-1-butanamine",FALSE, ,0, 
95452-53-2,"[(1Z)-3,3,4,4,5,5,6,6,6-Nonafluorohex-1-en-1-yl]benzene",FALSE, ,0, 
95454-42-5,"[1,1,2-Trifluoro-2-(heptafluoropropoxy)ethoxy]benzene",FALSE, ,0, 
95470-07-8,Sodium 3-[[(perfluorooctyl)sulfonyl]propylamino]propanesulfonate,FALSE, ,0, 
95508-16-0,POLY(VINYL FLUORIDE),FALSE, ,0, 
95509-81-2,"2,2,3,3-Tetrafluoropropyl difluoromethanesulfonate",FALSE, ,0, 
95540-96-8,"1-(3,3,4,4,4-Pentafluorobut-1-yn-1-yl)cyclohexan-1-ol",FALSE, ,0, 
95576-22-0,"1,1,1,2,2,3,4,4,5,5,5-Undecafluoropentane",FALSE, ,0, 
95576-24-2,"2,2-Bis(difluoromethyl)-1,1,3,3,4,4-hexafluorobutane",FALSE, ,0, 
95576-25-3,"1,1,1,2,2,5,5,6,6,6-Decafluorohexane",FALSE, ,0, 
95639-15-9,"1,1,1,2,4,5,5,6,6,7,7,7-dodecafluoro-2,4-bis(trifluoromethyl)heptan-3-one",FALSE, ,0, 
95640-78-1,"Glycine, N-(ethylsulfonyl)-N-(heptadecafluorooctyl)-, potassium salt",FALSE, ,0, 
95654-14-1,"Tris(2-methylpropyl) 3-(2,2,3,3,4,4,4-heptafluorobutanamido)propane-1,1,3-tricarboxylate",FALSE, ,0, 
95658-47-2,Pentadecafluorooctanoic acid--pyridine (1/1),FALSE, ,0, 
956790-67-3,"5,10,15,20-Tetrakis{2,3,5,6-tetrafluoro-4-[(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-
henicosafluorododecyl)sulfanyl]phenyl}porphyrin",FALSE, ,0, 
95681-08-6,"Trimethoxy(4,4,5,5,6,6,7,7,7-nonafluoroheptyl)silane",FALSE, ,0, 
95682-66-9,Piperidinium perfluorononanoate,FALSE, ,0, 
95682-67-0,Heptadecafluorononanoic acid--aniline (1/1),FALSE, ,0, 
957206-65-4,"{4-[(4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluorononyl)oxy]phenyl}methanol",FALSE, ,0, 
957209-18-6,"2-Methoxyperfluoro(2,5-di(propan-2-yl)oxolane)",FALSE, ,0, 
957372-65-5,"1-Chloro-2-(1,1,2,2-tetrafluoroethoxy)benzene",FALSE, ,0, 
95827-25-1,"1,1,2,2,3,3,4,4,6,6,7,7,8,8,9,9,10,10,10a-Nonadecafluorodecahydropyrido[1,2-a]azepine",FALSE, ,0, 
95841-80-8,"1,1,1,5,5,6,6,10,10,10-Decafluoro-3,3,8,8-tetrakis(trifluoromethyl)-2,4,7,9-tetraoxadecane",FALSE, ,0, 
95842-02-7,"1,1,1,2,3,3-Hexafluoro-2,3-bis(trifluoromethoxy)propane",FALSE, ,0, 
95842-03-8,"1,1,1,2,3,3-Hexafluoro-2,3-bis(pentafluoroethoxy)propane",FALSE, ,0, 
958445-44-8,"Ammonium 4,8-dioxa-3H-perfluorononanoate",TRUE, CAS,1, Scout
958445-54-0,Methyl perfluoro-3-(3-methoxypropoxy)-3H-propanoate,FALSE, ,0, 
958452-23-8,"1-Bromo-3-(2,2,3,3-tetrafluoropropoxy)benzene",FALSE, ,0, 
958454-23-4,"1-Bromo-2-(2,2,3,3-tetrafluoropropoxy)benzene",FALSE, ,0, 
95851-62-0,"2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-1-[4-(2-hydroxyethyl)piperazin-1-yl]heptan-1-one--
hydrogen chloride (1/1)",FALSE, ,0, 
95881-25-7,"Phenol, 4-(pentafluoroethyl)-",FALSE, ,0, 
958822-85-0,"N-[3-(Dimethylamino)propyl]-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-N-hydroxyoctane-1-
sulfonamide",FALSE, ,0, 
958825-16-6,"4-{[(1E)-1,2,3,3,4,4,5,5,6,6,6-Undecafluorohex-1-en-1-yl]oxy}benzene-1-sulfonyl chloride",FALSE, ,0, 
958885-20-6,"(1R,2R,5S,6S)-3,3,4,4-Tetrafluoro-9-oxatricyclo[4.2.1.0~2,5~]non-7-ene",FALSE, ,0, 
95906-13-1,"3-Azido-2,3,3-trifluoro-2-(heptafluoropropoxy)propanoic acid",FALSE, ,0, 
959088-59-6,Tridecyl perfluorobutanoate,FALSE, ,0, 
959103-74-3,Undecyl perfluorobutanoate,FALSE, ,0, 
95932-53-9,"1,1,1,3,3,3-Hexafluoropropan-2-yl diethylphosphinite",FALSE, ,0, 
959462-50-1,"1,1,1,2,2,3,3,4,4,5,5,6,6,13,13,14,14,15,15,16,16,17,17,18,18,18-Hexacosafluoro-8,11-
diiodooctadecane",FALSE, ,0, 
959462-51-2,"1,1,1,2,2,3,3,4,4,5,5,6,6,15,15,16,16,17,17,18,18,19,19,20,20,20-Hexacosafluoro-8,13-
diiodoicosane",FALSE, ,0, 
959462-53-4,"1,1,1,2,2,3,3,4,4,5,5,6,6,13,13,14,14,15,15,16,16,17,17,18,18,18-Hexacosafluorooctadecane",FALSE, ,0, 
959462-54-5,"1,8-Octanediylbis-1,1'-(perfluorohexane)",FALSE, ,0, 
959462-55-6,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,15,15,16,16,17,17,18,18,19,19,20,20,21,21,22,22,22-
Tetratriacontafluorodocosane",FALSE, ,0, 
96009-78-8,Perfluoro-1-ethyl-2-methylcyclohexane,FALSE, ,0, 
960315-48-4,"Perfluoro-n-[1,2,3,4-13C4]-octanoic acid",FALSE, ,0, 
960315-50-8,"nonadecafluoro(1,2-13C2)decanoic acid",FALSE, ,0, 
960354-19-2,"heptadecafluoro(1,2,3,4-13C4)octane-1-sulfonic acid",FALSE, ,0, 
960365-28-0,N-Ethyl-2-(pentafluoroethoxy)ethan-1-amine,FALSE, ,0, 
96145-99-2,"1H-Pyrazol-5-ol, 1-phenyl-3-(1,1,2,2-tetrafluoroethyl)-",FALSE, ,0, 
96146-02-0,3-(Nonafluorobutyl)-1-phenyl-1H-pyrazol-5-ol,FALSE, ,0, 
96146-10-0,"4-(Heptafluoropropyl)-1,3-dihydro-2H-1,5-benzodiazepin-2-one",FALSE, ,0, 
96146-12-2,"4-(Nonafluorobutyl)-1,3-dihydro-2H-1,5-benzodiazepin-2-one",FALSE, ,0, 
96195-78-7,"Iodonium, bis(4-dodecylphenyl)-, branched and linear, hexafluoroantimonate(1-)",FALSE, ,0, 
96210-33-2,"4-[(1,2,3,3,3-Pentafluoroprop-1-en-1-yl)oxy]benzoic acid",FALSE, ,0, 
96210-37-6,"1,3-Benzenedicarboxylic acid, 5-[(heptadecaﬂuorononenyl)oxy]-",FALSE, ,0, 
96231-87-7,Surflon S 381,FALSE, ,0, 
96250-35-0,"2,2,3,3,3-Pentafluoropropyl 2-fluoroprop-2-enoate",FALSE, ,0, 
96250-37-2,"2-Propenoic acid, 2-fluoro-, 2,2,3,3-tetrafluoropropyl ester",FALSE, ,0, 
96250-49-6,"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propyl 2-fluoroprop-2-enoate",FALSE, ,0, 
96288-51-6,"1,1,2,3,4,5,5,5-Octafluoro-1-iodo-4-(trifluoromethyl)-2-pentene",FALSE, ,0, 
96288-56-1,"Perfluoro-2,2,9,9-tetramethyldeca-3,7-diene",FALSE, ,0, 
96305-13-4,Triethoxy(heptadecafluorooctyl)silane,FALSE, ,0, 
96308-32-6,"4-(2,2,3,3,4,4,4-Heptafluorobutoxy)benzonitrile",TRUE, CAS,1, Scout
96325-94-9,"Diphenylbis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)stannane",FALSE, ,0, 
96325-96-1,"Stannane, dichlorobis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-",FALSE, ,0, 
96325-98-3,"Tetrakis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)stannane",FALSE, ,0, 
